scenario,repeat_id,n,events,symbol,tcga_log_hr,log_hr,hr,p_value,same_tcga_direction
full_cohort,1,73,16,CYFIP2,-0.4403276873957715,-0.23424769261320535,0.7911658256930785,0.3229535044308041,TRUE
full_cohort,1,73,16,CRYL1,-0.4562451822719112,-0.34013322854870676,0.7116755009521218,0.1335935831966527,TRUE
full_cohort,1,73,16,HHLA2,-0.46651200190082415,-0.6241438634098402,0.5357198816344874,0.012255516869112727,TRUE
full_cohort,1,73,16,DDC,-0.4170476451847731,-0.27850011436451017,0.7569181811853241,0.22836687664737312,TRUE
full_cohort,1,73,16,KL,-0.4143562134600067,0.017262611035287354,1.0174124709879324,0.9474093546256062,FALSE
full_cohort,1,73,16,RBM47,-0.406043543125073,-0.3914920551013556,0.6760474216016065,0.16245543899213066,TRUE
full_cohort,1,73,16,PANK1,-0.4732407037257613,0.1341981782102168,1.1436194376418516,0.6230872269607052,FALSE
full_cohort,1,73,16,GJB1,-0.4272749730657404,-0.29100078656224887,0.7475150900507095,0.2083994960056591,TRUE
full_cohort,1,73,16,ACADM,-0.4484141243283115,-0.9029614407264729,0.40536740886810174,0.0016354649329406396,TRUE
full_cohort,1,73,16,CLCN5,-0.4176541545204886,-0.02621337097172986,0.974127216961672,0.9168870860778926,TRUE
full_cohort,1,73,16,TMEM140,-0.4073424327415841,-0.24910586826860268,0.779497444971328,0.28847440108912464,TRUE
full_cohort,1,73,16,C1QTNF6,0.43509983532112984,0.5697593453993468,1.7678415610327889,0.03989964807132712,TRUE
full_cohort,1,73,16,CADPS2,-0.41010601450174866,-0.5402468755806359,0.5826044038178988,0.01628862458594044,TRUE
full_cohort,1,73,16,KNTC1,0.41317926152804135,0.42754933027722897,1.5334948255274392,0.07653729226137679,TRUE
full_cohort,1,73,16,PODXL,-0.41295393620776416,-0.5170460703504535,0.596279316204051,0.02429098863269675,TRUE
full_cohort,1,73,16,HIBCH,-0.4099623749107515,-0.7508516763607745,0.4719644205819588,0.014420910611679374,TRUE
full_cohort,1,73,16,TNIP1,-0.414945866298316,0.0687663782138452,1.0711859275441702,0.8151548194178994,FALSE
full_cohort,1,73,16,TCIRG1,0.4257531411377312,0.6779143582812679,1.969765220588108,0.022035133075018608,TRUE
full_cohort,1,73,16,LTB4R,0.4152348937982004,0.34677238515259035,1.4144947287243697,0.20293111472718944,TRUE
full_cohort,1,73,16,LRBA,-0.42337150345977026,-0.4569546001080554,0.6332090870343299,0.07907817726164514,TRUE
full_cohort,1,73,16,GRAMD1A,0.4057580580941821,0.5918469029041378,1.807323285483959,0.032078625049181166,TRUE
full_cohort,1,73,16,IFFO1,0.4086497996244981,0.38137659429266846,1.4642989482135935,0.13397775141809354,TRUE
full_cohort,1,73,16,TNFAIP2,0.42728551519013547,0.26953561963466804,1.3093562701875254,0.3271687757867877,TRUE
size_matched_39,1,39,9,CYFIP2,-0.4403276873957715,-0.08843291810675573,0.9153645130610272,0.7714485612585359,TRUE
size_matched_39,1,39,9,CRYL1,-0.4562451822719112,-0.46536019276145446,0.6279088962133996,0.15249508216001084,TRUE
size_matched_39,1,39,9,HHLA2,-0.46651200190082415,-1.179371711206318,0.30747185905048535,0.004788929098651194,TRUE
size_matched_39,1,39,9,DDC,-0.4170476451847731,-0.19762040939009515,0.8206813169413588,0.5563595049131178,TRUE
size_matched_39,1,39,9,KL,-0.4143562134600067,0.27085846733989866,1.3110894952685315,0.4633700973475484,FALSE
size_matched_39,1,39,9,RBM47,-0.406043543125073,-0.5019764182165926,0.6053330853116197,0.17450361018094795,TRUE
size_matched_39,1,39,9,PANK1,-0.4732407037257613,-0.14852736485256504,0.8619764189901364,0.6745998151349558,TRUE
size_matched_39,1,39,9,GJB1,-0.4272749730657404,-0.5253795654417746,0.5913308730008825,0.11091698055644887,TRUE
size_matched_39,1,39,9,ACADM,-0.4484141243283115,-1.1072739384888812,0.3304585847322107,0.006830264133599278,TRUE
size_matched_39,1,39,9,CLCN5,-0.4176541545204886,0.05796796051974088,1.05968104353651,0.8624145804388768,FALSE
size_matched_39,1,39,9,TMEM140,-0.4073424327415841,-0.49324072654742507,0.6106442530885189,0.11165331890957622,TRUE
size_matched_39,1,39,9,C1QTNF6,0.43509983532112984,0.4542379603005216,1.574972733872123,0.23872012792131106,TRUE
size_matched_39,1,39,9,CADPS2,-0.41010601450174866,-0.48983933031700483,0.6127248325807854,0.08675720773212382,TRUE
size_matched_39,1,39,9,KNTC1,0.41317926152804135,0.500939116882503,1.6502703399446754,0.1504219709597764,TRUE
size_matched_39,1,39,9,PODXL,-0.41295393620776416,-0.7525295204046817,0.47117320184638806,0.007225071414552527,TRUE
size_matched_39,1,39,9,HIBCH,-0.4099623749107515,-0.4045908489113542,0.667249760981851,0.2648295567585002,TRUE
size_matched_39,1,39,9,TNIP1,-0.414945866298316,-0.1328320168258729,0.8756121678665615,0.7119701009388499,TRUE
size_matched_39,1,39,9,TCIRG1,0.4257531411377312,0.9547239100962917,2.597953215242057,0.05517977309856798,TRUE
size_matched_39,1,39,9,LTB4R,0.4152348937982004,0.24440993391181182,1.2768676545704865,0.5688151121043902,TRUE
size_matched_39,1,39,9,LRBA,-0.42337150345977026,-0.4771559697780069,0.6205457353645818,0.22592304260403703,TRUE
size_matched_39,1,39,9,GRAMD1A,0.4057580580941821,0.5775208786669069,1.781616108776032,0.1627217692151289,TRUE
size_matched_39,1,39,9,IFFO1,0.4086497996244981,0.06750377731090884,1.0698343006870445,0.862730077939289,TRUE
size_matched_39,1,39,9,TNFAIP2,0.42728551519013547,-0.06579711399934245,0.9363208114069208,0.8664563620712732,FALSE
full_cohort,2,73,16,CYFIP2,-0.4403276873957715,-0.30823413455775217,0.7347432690781875,0.17843417795293054,TRUE
full_cohort,2,73,16,CRYL1,-0.4562451822719112,-0.46410182862265004,0.6286995316001099,0.04604476393198182,TRUE
full_cohort,2,73,16,HHLA2,-0.46651200190082415,-0.45595997919790565,0.6338392033442736,0.0760594118089398,TRUE
full_cohort,2,73,16,DDC,-0.4170476451847731,-0.2013796476831036,0.8176019719306056,0.4165452755711993,TRUE
full_cohort,2,73,16,KL,-0.4143562134600067,-0.15200630757390649,0.8589828626261455,0.5415814355198414,TRUE
full_cohort,2,73,16,RBM47,-0.406043543125073,-0.45187081556888953,0.636436382086652,0.10720233466237608,TRUE
full_cohort,2,73,16,PANK1,-0.4732407037257613,-0.004755033525155932,0.9952562537492139,0.9858767882820514,TRUE
full_cohort,2,73,16,GJB1,-0.4272749730657404,-0.20844549063121853,0.811845286670584,0.3949556357630837,TRUE
full_cohort,2,73,16,ACADM,-0.4484141243283115,-0.5721070396835083,0.5643351086348891,0.02547785337967844,TRUE
full_cohort,2,73,16,CLCN5,-0.4176541545204886,-0.05853752806981222,0.9431428454049726,0.8242603291481387,TRUE
full_cohort,2,73,16,TMEM140,-0.4073424327415841,-0.31300346740953644,0.7312473770303575,0.20813633955874156,TRUE
full_cohort,2,73,16,C1QTNF6,0.43509983532112984,0.34996255967617906,1.4190144192393104,0.19517588687808518,TRUE
full_cohort,2,73,16,CADPS2,-0.41010601450174866,-0.40957290142209213,0.6639337547522803,0.054659258705789866,TRUE
full_cohort,2,73,16,KNTC1,0.41317926152804135,0.3222613166720443,1.3802454099724923,0.2139891989634792,TRUE
full_cohort,2,73,16,PODXL,-0.41295393620776416,-0.23651034437153312,0.7893777166433538,0.29606498328439373,TRUE
full_cohort,2,73,16,HIBCH,-0.4099623749107515,-0.5484907717168039,0.5778212167624712,0.07299056869616755,TRUE
full_cohort,2,73,16,TNIP1,-0.414945866298316,-0.029445829846571504,0.9709834745403827,0.9184317647553258,TRUE
full_cohort,2,73,16,TCIRG1,0.4257531411377312,0.39586384165546895,1.4856670178176334,0.1993701419756055,TRUE
full_cohort,2,73,16,LTB4R,0.4152348937982004,-0.08109390083270693,0.9221071007545969,0.7824893042620974,FALSE
full_cohort,2,73,16,LRBA,-0.42337150345977026,-0.4822983598348269,0.6173628380091853,0.10303078344874765,TRUE
full_cohort,2,73,16,GRAMD1A,0.4057580580941821,0.3370616223421216,1.4008253832199211,0.23390261434994675,TRUE
full_cohort,2,73,16,IFFO1,0.4086497996244981,0.27786217508821387,1.320304213856658,0.2886246868412463,TRUE
full_cohort,2,73,16,TNFAIP2,0.42728551519013547,0.30783087464570624,1.3604708793595386,0.24647648157789803,TRUE
size_matched_39,2,39,9,CYFIP2,-0.4403276873957715,-0.19452526383719917,0.8232253801618218,0.5294929950317345,TRUE
size_matched_39,2,39,9,CRYL1,-0.4562451822719112,-0.5290887612089239,0.5891415738094651,0.08633700788692907,TRUE
size_matched_39,2,39,9,HHLA2,-0.46651200190082415,-0.6463908207799344,0.5239333377544074,0.07753219176904667,TRUE
size_matched_39,2,39,9,DDC,-0.4170476451847731,-0.46377504963956556,0.6289050109650525,0.14056708754572658,TRUE
size_matched_39,2,39,9,KL,-0.4143562134600067,-0.38679471054634884,0.6792305194771989,0.20586166410453005,TRUE
size_matched_39,2,39,9,RBM47,-0.406043543125073,-0.3091495417456958,0.7340709875609928,0.3780174730010221,TRUE
size_matched_39,2,39,9,PANK1,-0.4732407037257613,-0.05080735943232095,0.9504617503887092,0.8813644740499413,TRUE
size_matched_39,2,39,9,GJB1,-0.4272749730657404,0.027734064918456428,1.028122234292832,0.9346664427865948,FALSE
size_matched_39,2,39,9,ACADM,-0.4484141243283115,-0.8942334325801933,0.40892094399827894,0.011435963674208972,TRUE
size_matched_39,2,39,9,CLCN5,-0.4176541545204886,-0.05084854051722563,0.9504226101485921,0.8804882341428893,TRUE
size_matched_39,2,39,9,TMEM140,-0.4073424327415841,-0.22616672436158025,0.797585113710927,0.4610707303176305,TRUE
size_matched_39,2,39,9,C1QTNF6,0.43509983532112984,0.1809011761215189,1.198296753108915,0.6560307299118328,TRUE
size_matched_39,2,39,9,CADPS2,-0.41010601450174866,-0.6111688258435456,0.5427161575424929,0.05408717191327661,TRUE
size_matched_39,2,39,9,KNTC1,0.41317926152804135,0.6828556000544743,1.9795223932014596,0.06491743340644009,TRUE
size_matched_39,2,39,9,PODXL,-0.41295393620776416,-0.5754274740099069,0.5624643785056315,0.016307371159352255,TRUE
size_matched_39,2,39,9,HIBCH,-0.4099623749107515,-1.1299697038021308,0.3230430432499589,0.005276532768171338,TRUE
size_matched_39,2,39,9,TNIP1,-0.414945866298316,0.09627697056639195,1.1010639840803897,0.7921587974243115,FALSE
size_matched_39,2,39,9,TCIRG1,0.4257531411377312,0.6616407238516827,1.9379693999640457,0.06929604532776229,TRUE
size_matched_39,2,39,9,LTB4R,0.4152348937982004,0.2933570254661599,1.3409214480851974,0.41381596409678034,TRUE
size_matched_39,2,39,9,LRBA,-0.42337150345977026,-0.5655928876583913,0.5680232729150463,0.12020157797478101,TRUE
size_matched_39,2,39,9,GRAMD1A,0.4057580580941821,0.5671558254688565,1.7632449365928096,0.14704714844124514,TRUE
size_matched_39,2,39,9,IFFO1,0.4086497996244981,0.41774514068385604,1.5185336126431275,0.1954953173096083,TRUE
size_matched_39,2,39,9,TNFAIP2,0.42728551519013547,0.5071953556203397,1.6606271888519897,0.16106898896842886,TRUE
full_cohort,3,73,16,CYFIP2,-0.4403276873957715,-0.31046144977204326,0.7331085853701148,0.20709594558803127,TRUE
full_cohort,3,73,16,CRYL1,-0.4562451822719112,-0.13897817237004614,0.8702470236809419,0.5786269952882315,TRUE
full_cohort,3,73,16,HHLA2,-0.46651200190082415,-0.566363169449666,0.5675859034014114,0.025346879133148262,TRUE
full_cohort,3,73,16,DDC,-0.4170476451847731,-0.09295808867174651,0.9112316904263279,0.7115588496642039,TRUE
full_cohort,3,73,16,KL,-0.4143562134600067,-0.02403670543708351,0.9762498754218758,0.9268246516718754,TRUE
full_cohort,3,73,16,RBM47,-0.406043543125073,-0.24388258504138904,0.7835796328319101,0.34871283424329125,TRUE
full_cohort,3,73,16,PANK1,-0.4732407037257613,0.17078717030378748,1.1862382554260593,0.5344141407737643,FALSE
full_cohort,3,73,16,GJB1,-0.4272749730657404,-0.05059955437942755,0.9506592816663098,0.8443290006752253,TRUE
full_cohort,3,73,16,ACADM,-0.4484141243283115,-0.6264245374000523,0.5344994714422897,0.0020177939860222763,TRUE
full_cohort,3,73,16,CLCN5,-0.4176541545204886,-0.009290651169305846,0.990752373584514,0.9705114150193431,TRUE
full_cohort,3,73,16,TMEM140,-0.4073424327415841,-0.360851769366168,0.6970823197630845,0.1435115731294028,TRUE
full_cohort,3,73,16,C1QTNF6,0.43509983532112984,0.46369978549349483,1.5899455740570794,0.08562508260943362,TRUE
full_cohort,3,73,16,CADPS2,-0.41010601450174866,-0.34528881897515423,0.7080158355268807,0.10940265178546679,TRUE
full_cohort,3,73,16,KNTC1,0.41317926152804135,0.4658578051859009,1.5933804128075628,0.06226012429440636,TRUE
full_cohort,3,73,16,PODXL,-0.41295393620776416,-0.38000302178789763,0.6838593427313481,0.10716928142363369,TRUE
full_cohort,3,73,16,HIBCH,-0.4099623749107515,-0.31133121007145803,0.7324712338391077,0.25159307939505104,TRUE
full_cohort,3,73,16,TNIP1,-0.414945866298316,0.14313643303957396,1.1538872192679355,0.6087927019370616,FALSE
full_cohort,3,73,16,TCIRG1,0.4257531411377312,0.5693318326891446,1.7670859478244574,0.043012878546379606,TRUE
full_cohort,3,73,16,LTB4R,0.4152348937982004,0.3029229107284455,1.3538100961853656,0.22844256389444859,TRUE
full_cohort,3,73,16,LRBA,-0.42337150345977026,-0.3803542521291381,0.6836191927574875,0.14834643578105047,TRUE
full_cohort,3,73,16,GRAMD1A,0.4057580580941821,0.49457291426805144,1.639797755259821,0.05760022291955189,TRUE
full_cohort,3,73,16,IFFO1,0.4086497996244981,0.36771390855727015,1.4444287411537362,0.12899825165913847,TRUE
full_cohort,3,73,16,TNFAIP2,0.42728551519013547,0.32148206279359476,1.3791702673424968,0.23957419863001533,TRUE
size_matched_39,3,39,9,CYFIP2,-0.4403276873957715,-0.16554873822697946,0.8474285600329013,0.5846113665813728,TRUE
size_matched_39,3,39,9,CRYL1,-0.4562451822719112,-0.0313195784462581,0.9691657990798798,0.9288854352438735,TRUE
size_matched_39,3,39,9,HHLA2,-0.46651200190082415,-0.7761353074743855,0.460181037346456,0.01191874057019748,TRUE
size_matched_39,3,39,9,DDC,-0.4170476451847731,-0.15790342516515635,0.8539322463520846,0.6371018851071751,TRUE
size_matched_39,3,39,9,KL,-0.4143562134600067,0.001079005910938636,1.0010795882472459,0.9975770907135892,FALSE
size_matched_39,3,39,9,RBM47,-0.406043543125073,0.04673360405663877,1.0478428308159187,0.8866281136489413,FALSE
size_matched_39,3,39,9,PANK1,-0.4732407037257613,0.12795123550909485,1.1364975806198228,0.7345961476650981,FALSE
size_matched_39,3,39,9,GJB1,-0.4272749730657404,-0.1489717862794383,0.8615934233121244,0.6568924458885361,TRUE
size_matched_39,3,39,9,ACADM,-0.4484141243283115,-0.5910263870817272,0.5537586222542409,0.04557661754562716,TRUE
size_matched_39,3,39,9,CLCN5,-0.4176541545204886,0.0474563294686303,1.0486004071843935,0.8933734380892888,FALSE
size_matched_39,3,39,9,TMEM140,-0.4073424327415841,-0.33725796427469684,0.7137247006783268,0.33904126625906317,TRUE
size_matched_39,3,39,9,C1QTNF6,0.43509983532112984,0.20013753658542222,1.2215707572777001,0.5764226340880987,TRUE
size_matched_39,3,39,9,CADPS2,-0.41010601450174866,-0.29021815618665936,0.7481003470564769,0.32714263807725724,TRUE
size_matched_39,3,39,9,KNTC1,0.41317926152804135,0.2008589698512095,1.2224523570279697,0.5608802755090676,TRUE
size_matched_39,3,39,9,PODXL,-0.41295393620776416,-0.7093725461447297,0.4919527783080804,0.014898854835494219,TRUE
size_matched_39,3,39,9,HIBCH,-0.4099623749107515,-0.7148600687046236,0.489260569871825,0.07348103883350295,TRUE
size_matched_39,3,39,9,TNIP1,-0.414945866298316,0.418533854185951,1.519731773047337,0.24898813613266615,FALSE
size_matched_39,3,39,9,TCIRG1,0.4257531411377312,0.06411981784507093,1.0662201433082568,0.8732046364500657,TRUE
size_matched_39,3,39,9,LTB4R,0.4152348937982004,0.43173064445360565,1.5399202732270485,0.11716297571173909,TRUE
size_matched_39,3,39,9,LRBA,-0.42337150345977026,-0.49965616697118503,0.6067392408429175,0.11111883077598946,TRUE
size_matched_39,3,39,9,GRAMD1A,0.4057580580941821,0.47509058235791307,1.6081598618005577,0.16685446171719304,TRUE
size_matched_39,3,39,9,IFFO1,0.4086497996244981,0.16537307592970107,1.1798332039831434,0.6457047579858427,TRUE
size_matched_39,3,39,9,TNFAIP2,0.42728551519013547,-0.23004879566639194,0.7944948336526128,0.5499384298314227,FALSE
full_cohort,4,73,16,CYFIP2,-0.4403276873957715,-0.18755947793906674,0.8289798107033928,0.458823565913843,TRUE
full_cohort,4,73,16,CRYL1,-0.4562451822719112,-0.24547300466614558,0.7823344028878422,0.3005181488640661,TRUE
full_cohort,4,73,16,HHLA2,-0.46651200190082415,-0.5286319849698763,0.5894107411517595,0.03362010714754446,TRUE
full_cohort,4,73,16,DDC,-0.4170476451847731,-0.14022484150118844,0.8691627895610794,0.5591591260862817,TRUE
full_cohort,4,73,16,KL,-0.4143562134600067,-0.19928406285440173,0.8193171227132094,0.4050848986285388,TRUE
full_cohort,4,73,16,RBM47,-0.406043543125073,-0.12053551459658797,0.886445605028281,0.6552312979157202,TRUE
full_cohort,4,73,16,PANK1,-0.4732407037257613,0.15753614707256472,1.1706230718140513,0.5537164651574699,FALSE
full_cohort,4,73,16,GJB1,-0.4272749730657404,-0.06265582167891874,0.939266693296898,0.8030314438212319,TRUE
full_cohort,4,73,16,ACADM,-0.4484141243283115,-0.5528607255889177,0.5753016738515759,0.033257877262875,TRUE
full_cohort,4,73,16,CLCN5,-0.4176541545204886,-0.02745661108103919,0.9729168954499937,0.9137732605161811,TRUE
full_cohort,4,73,16,TMEM140,-0.4073424327415841,-0.178723681702403,0.8363369626778038,0.48945327035386627,TRUE
full_cohort,4,73,16,C1QTNF6,0.43509983532112984,0.30299387379600246,1.3539061701114903,0.24508322117507952,TRUE
full_cohort,4,73,16,CADPS2,-0.41010601450174866,-0.32905856048779536,0.719600875334899,0.15104027458902605,TRUE
full_cohort,4,73,16,KNTC1,0.41317926152804135,0.579154349897564,1.7845287056077357,0.023715450904004926,TRUE
full_cohort,4,73,16,PODXL,-0.41295393620776416,-0.4194261562901701,0.6574239702020105,0.05521156260501822,TRUE
full_cohort,4,73,16,HIBCH,-0.4099623749107515,-0.47675165180018203,0.6207966838895337,0.11065904019514916,TRUE
full_cohort,4,73,16,TNIP1,-0.414945866298316,0.05639584754336125,1.0580164140527988,0.839349288362168,FALSE
full_cohort,4,73,16,TCIRG1,0.4257531411377312,0.14670024606121237,1.158006793902183,0.614858326049208,TRUE
full_cohort,4,73,16,LTB4R,0.4152348937982004,-0.13013427888925597,0.8779775291574726,0.6479206523466289,FALSE
full_cohort,4,73,16,LRBA,-0.42337150345977026,-0.24727630019654992,0.7809248940183174,0.2957863112004776,TRUE
full_cohort,4,73,16,GRAMD1A,0.4057580580941821,0.4896810137534294,1.6317956165682337,0.08183477242665416,TRUE
full_cohort,4,73,16,IFFO1,0.4086497996244981,0.12222780532379346,1.1300114950959523,0.6488285880088318,TRUE
full_cohort,4,73,16,TNFAIP2,0.42728551519013547,0.17981253281503615,1.1969929451891121,0.5249627378817864,TRUE
size_matched_39,4,39,9,CYFIP2,-0.4403276873957715,-0.03944114867394644,0.9613265276667876,0.9016493485939279,TRUE
size_matched_39,4,39,9,CRYL1,-0.4562451822719112,0.11220488445122044,1.118742050016549,0.7376974446526399,FALSE
size_matched_39,4,39,9,HHLA2,-0.46651200190082415,-0.05499651096975154,0.9464884502745557,0.8730082182536721,TRUE
size_matched_39,4,39,9,DDC,-0.4170476451847731,-0.024387543200971896,0.9759074301734616,0.9419073857751857,TRUE
size_matched_39,4,39,9,KL,-0.4143562134600067,-0.21410517118821187,0.8072634796986029,0.5399395821870229,TRUE
size_matched_39,4,39,9,RBM47,-0.406043543125073,-0.2159298057474036,0.8057918618458545,0.5301526106960943,TRUE
size_matched_39,4,39,9,PANK1,-0.4732407037257613,-0.0586782307131697,0.9430101520489323,0.8642251933343391,TRUE
size_matched_39,4,39,9,GJB1,-0.4272749730657404,-0.20208002078925055,0.8170295459772032,0.5367961381965307,TRUE
size_matched_39,4,39,9,ACADM,-0.4484141243283115,-0.5830198223327687,0.5582101233542132,0.03837343130954075,TRUE
size_matched_39,4,39,9,CLCN5,-0.4176541545204886,0.2281382153202211,1.2562589476661736,0.48706046291658733,FALSE
size_matched_39,4,39,9,TMEM140,-0.4073424327415841,-0.22033986139290496,0.8022460991484948,0.5008546444079897,TRUE
size_matched_39,4,39,9,C1QTNF6,0.43509983532112984,-0.09112589999459972,0.912902769210125,0.8094506899359253,FALSE
size_matched_39,4,39,9,CADPS2,-0.41010601450174866,-0.36581957382075925,0.6936279385591583,0.23773495701455724,TRUE
size_matched_39,4,39,9,KNTC1,0.41317926152804135,0.1767592048854172,1.1933437071932527,0.5968425134767703,TRUE
size_matched_39,4,39,9,PODXL,-0.41295393620776416,-0.3819453657371269,0.6825323418381457,0.20132172682813002,TRUE
size_matched_39,4,39,9,HIBCH,-0.4099623749107515,-0.6044271838941311,0.546387316471904,0.09352317515819597,TRUE
size_matched_39,4,39,9,TNIP1,-0.414945866298316,0.5788548195858181,1.7839942652127703,0.10004096103272633,FALSE
size_matched_39,4,39,9,TCIRG1,0.4257531411377312,0.5981139154249768,1.8186853691159321,0.09441047922037193,TRUE
size_matched_39,4,39,9,LTB4R,0.4152348937982004,0.17216525002714633,1.1878741132252775,0.6234028215743033,TRUE
size_matched_39,4,39,9,LRBA,-0.42337150345977026,-0.6053377302575706,0.545890031922538,0.1168701522870904,TRUE
size_matched_39,4,39,9,GRAMD1A,0.4057580580941821,0.6074774503458965,1.8357946698414562,0.05943548517146768,TRUE
size_matched_39,4,39,9,IFFO1,0.4086497996244981,0.3183603004357596,1.374871538812386,0.28775282996702745,TRUE
size_matched_39,4,39,9,TNFAIP2,0.42728551519013547,0.050303840353702285,1.0515905634888265,0.8912735448611666,TRUE
full_cohort,5,73,16,CYFIP2,-0.4403276873957715,-0.18400330597725945,0.8319330534703693,0.4405410722574093,TRUE
full_cohort,5,73,16,CRYL1,-0.4562451822719112,-0.4486578663248758,0.638484508380346,0.04795299766735797,TRUE
full_cohort,5,73,16,HHLA2,-0.46651200190082415,-0.550906620909451,0.5764269726623085,0.025084192366181295,TRUE
full_cohort,5,73,16,DDC,-0.4170476451847731,-0.13503109140399455,0.8736887470559431,0.5850555804116796,TRUE
full_cohort,5,73,16,KL,-0.4143562134600067,0.14134418091610076,1.151821014581905,0.593100678230459,FALSE
full_cohort,5,73,16,RBM47,-0.406043543125073,-0.24840314791758733,0.7800454061986776,0.3883123090881439,TRUE
full_cohort,5,73,16,PANK1,-0.4732407037257613,0.17016190633491782,1.1854967752210315,0.5393821971396219,FALSE
full_cohort,5,73,16,GJB1,-0.4272749730657404,-0.02224686170504318,0.9779987748037139,0.93456290713446,TRUE
full_cohort,5,73,16,ACADM,-0.4484141243283115,-0.9048810374460207,0.4045900133015322,3.257203373240203e-4,TRUE
full_cohort,5,73,16,CLCN5,-0.4176541545204886,0.11918014557999795,1.1265728471283931,0.6396301484305645,FALSE
full_cohort,5,73,16,TMEM140,-0.4073424327415841,-0.26350213724719246,0.768355980270812,0.26848705112641913,TRUE
full_cohort,5,73,16,C1QTNF6,0.43509983532112984,0.26495625723212196,1.3033739613467439,0.3572628136645011,TRUE
full_cohort,5,73,16,CADPS2,-0.41010601450174866,-0.6067598806821085,0.5451142459548131,0.006294331492779866,TRUE
full_cohort,5,73,16,KNTC1,0.41317926152804135,0.6242260368008955,1.866800563227407,0.005321146702928125,TRUE
full_cohort,5,73,16,PODXL,-0.41295393620776416,-0.7729173236170115,0.4616642777379602,9.932671577921406e-4,TRUE
full_cohort,5,73,16,HIBCH,-0.4099623749107515,-0.6666158390020115,0.5134432154889518,0.012498579153283479,TRUE
full_cohort,5,73,16,TNIP1,-0.414945866298316,0.3075592291729748,1.360101363795265,0.2741241690997514,FALSE
full_cohort,5,73,16,TCIRG1,0.4257531411377312,0.5928807402141717,1.8091927299119763,0.04240597053472404,TRUE
full_cohort,5,73,16,LTB4R,0.4152348937982004,0.25108925029082474,1.2854248037493163,0.3761058843809268,TRUE
full_cohort,5,73,16,LRBA,-0.42337150345977026,-0.5271603364347222,0.5902787851767747,0.057855594848347194,TRUE
full_cohort,5,73,16,GRAMD1A,0.4057580580941821,0.6182518958845147,1.855681280751022,0.02007735623630657,TRUE
full_cohort,5,73,16,IFFO1,0.4086497996244981,0.31947534527698723,1.376405437252933,0.22996857549339791,TRUE
full_cohort,5,73,16,TNFAIP2,0.42728551519013547,0.4937755296775276,1.6384907269695634,0.05094221194982545,TRUE
size_matched_39,5,39,9,CYFIP2,-0.4403276873957715,-0.3890367552207676,0.6777093601990407,0.239739734218291,TRUE
size_matched_39,5,39,9,CRYL1,-0.4562451822719112,-0.23349859770197942,0.7917587060211352,0.4915938440865564,TRUE
size_matched_39,5,39,9,HHLA2,-0.46651200190082415,-0.11232058312618992,0.8937576879344736,0.7567333334101543,TRUE
size_matched_39,5,39,9,DDC,-0.4170476451847731,-0.10471450396720923,0.900581598360999,0.7517783297284333,TRUE
size_matched_39,5,39,9,KL,-0.4143562134600067,0.43346718556968306,1.5425967313141569,0.23717363642278516,FALSE
size_matched_39,5,39,9,RBM47,-0.406043543125073,-0.3418161708840808,0.7104787993948287,0.3578576673705298,TRUE
size_matched_39,5,39,9,PANK1,-0.4732407037257613,0.2672565909397409,1.3063756074739354,0.44801120157906255,FALSE
size_matched_39,5,39,9,GJB1,-0.4272749730657404,0.4929397436485738,1.6371218714262445,0.2789291296199693,FALSE
size_matched_39,5,39,9,ACADM,-0.4484141243283115,-0.38424727288724214,0.6809630226667502,0.3397244819916902,TRUE
size_matched_39,5,39,9,CLCN5,-0.4176541545204886,0.2659173411178838,1.3046272152026914,0.46380999450340593,FALSE
size_matched_39,5,39,9,TMEM140,-0.4073424327415841,-0.029559679756581393,0.9708729344517942,0.927116470934572,TRUE
size_matched_39,5,39,9,C1QTNF6,0.43509983532112984,0.20222762515360168,1.2241266184103425,0.5787845228884777,TRUE
size_matched_39,5,39,9,CADPS2,-0.41010601450174866,-0.24119295037760008,0.7856900125772415,0.4691023162720921,TRUE
size_matched_39,5,39,9,KNTC1,0.41317926152804135,0.37033069146826353,1.4482134473172765,0.2678953805245096,TRUE
size_matched_39,5,39,9,PODXL,-0.41295393620776416,-0.03479020955965255,0.9658080122936578,0.9166073029482006,TRUE
size_matched_39,5,39,9,HIBCH,-0.4099623749107515,-0.37682927676643246,0.6860331857026803,0.3269561329895674,TRUE
size_matched_39,5,39,9,TNIP1,-0.414945866298316,0.15733737988038862,1.1703904134761585,0.6689504626031728,FALSE
size_matched_39,5,39,9,TCIRG1,0.4257531411377312,0.5785477050643509,1.7834464587916685,0.0935945755990686,TRUE
size_matched_39,5,39,9,LTB4R,0.4152348937982004,-0.17481859207229017,0.8396093187413587,0.6426120073213294,FALSE
size_matched_39,5,39,9,LRBA,-0.42337150345977026,-0.09753018819405306,0.9070749581876182,0.7971728421269988,TRUE
size_matched_39,5,39,9,GRAMD1A,0.4057580580941821,0.5197027598019025,1.6815277577647536,0.1532206276930214,TRUE
size_matched_39,5,39,9,IFFO1,0.4086497996244981,0.15363280090392534,1.1660626310116124,0.6833667600746917,TRUE
size_matched_39,5,39,9,TNFAIP2,0.42728551519013547,-0.011261645234874232,0.9888015297181288,0.97651580238273,FALSE
full_cohort,6,73,16,CYFIP2,-0.4403276873957715,-0.27932060028377087,0.7562973951835417,0.2658431923046873,TRUE
