accession,symbol,log2FoldChange,AveExpr,t,pvalue,padj,B,significant
GSE40435,LOC100134178,0.03199020002970329,6.736395451153466,3.0527460861850435,0.002894254071687663,0.006207580274029279,-3.4713771526420905,FALSE
GSE40435,ZFP112,-0.06159638246534701,7.581694632787129,-3.0526606690186293,0.002895007852070998,0.006208771719728185,-3.471618043684618,FALSE
GSE40435,CASK,0.12004953290098978,8.203584944589108,3.051727809162803,0.002903251900434237,0.00622602588756319,-3.4742485033014594,FALSE
GSE40435,OR2B3P,0.018640575252475422,6.6720060177648515,3.051533082974275,0.0029049755129741226,0.006229295570312379,-3.474797503951426,FALSE
GSE40435,CD207,0.035651347455446084,6.77057484269802,3.0514128138374317,0.0029060405447389913,0.006231152671730811,-3.4751365697949126,FALSE
GSE40435,B3GALNT2,0.04984185869306959,7.137027447237624,3.051092058534935,0.0029088827311013797,0.006236819845375461,-3.4760407970281335,FALSE
GSE40435,LOC116412,-0.031664200386139006,6.742559325693069,-3.050942404717809,0.00291020968188958,0.006239002393445476,-3.476462652497868,FALSE
GSE40435,NCRNA00087,-0.03845202890098999,6.835227157826733,-3.050932315397025,0.002910299162069939,0.006239002393445476,-3.47649109241702,FALSE
GSE40435,LOC729591,0.026077845930692997,6.668844808618812,3.0507442863637455,0.0029119672205031684,0.006242150981848043,-3.477021096979886,FALSE
GSE40435,TM9SF2,-0.09344181519802099,10.364593872262375,-3.0503979211316787,0.002915042241959528,0.0062483149267383575,-3.4779973386460696,FALSE
GSE40435,RNF32,0.03922820704950486,6.908394462896039,3.049624114732571,0.002921922942436424,0.006262634840482833,-3.4801780039579366,FALSE
GSE40435,KIR2DL5A,0.01209640501584147,6.686328404171287,3.049428773801845,0.002923662293719026,0.006265933958354499,-3.4807284218389585,FALSE
GSE40435,LOC732160,-0.04636044625742558,6.963655830772277,-3.0493863171365017,0.002924040462443698,0.006266315565354637,-3.480848049351308,FALSE
GSE40435,FLJ23152,-0.04081597965346609,6.803905677836633,-3.048921300289799,0.002928185412721534,0.006274768905355649,-3.4821582077517776,FALSE
GSE40435,CHMP1B,0.1385967079108905,9.719644307232674,3.0484499150141415,0.002932392681350742,0.0062833546204883765,-3.483486139129429,FALSE
GSE40435,CACNA2D1,0.05099177665346586,6.774639325128713,3.047715406123531,0.002938959573542177,0.006296994874163512,-3.4855549709570637,FALSE
GSE40435,LOC100129720,-0.03566364993069353,6.859096176460396,-3.0459366948297517,0.0029549186399797154,0.006330755493454078,-3.4905632041338883,FALSE
GSE40435,TNPO1,0.06458149046287129,7.844208761939356,3.0446668313520675,0.002966361241924199,0.006354835871219427,-3.4941372094786187,FALSE
GSE40435,TECPR2,-0.033197993871286906,6.691063859549505,-3.04414695409286,0.002971057624707935,0.006364461517314564,-3.495600035639578,FALSE
GSE40435,TTC22,-0.027651016990099107,6.752096592594059,-3.0431911930555504,0.0029797095899240355,0.006382558731710872,-3.4982888051162186,FALSE
GSE40435,LRRCC1,-0.04285428969306951,7.193217092764026,-3.042684206903148,0.002984308512328083,0.006391972418265499,-3.499714785108818,FALSE
GSE40435,FLJ44606,0.03301346430693116,6.872110043777227,3.042569586157796,0.002985349159016071,0.006393764008305126,-3.5000371469444413,FALSE
GSE40435,LOC728476,0.04013429215841635,6.947242026574258,3.0423704725481717,0.002987157718801045,0.006397199891022836,-3.5005971142742274,FALSE
GSE40435,CDS2,0.09087181012871262,8.69866684200495,3.0423289428152156,0.0029875350634545692,0.006397570469603801,-3.5007139045216285,FALSE
GSE40435,LOC100129677,0.029480170623762576,6.701743040985148,3.0420717485259834,0.002989872947905136,0.006402139051607046,-3.501437158786792,FALSE
GSE40435,LOC729986,0.017090683970297383,6.636528519683169,3.040907769265413,0.0030004746594478647,0.00642440092211627,-3.5047097399408225,FALSE
GSE40435,SLC46A3,-0.1868799583564362,9.388915950841584,-3.0401577355737195,0.0030073245132284957,0.00643862708924088,-3.506817941413699,FALSE
GSE40435,MIR875,0.02592879939603971,6.717377235084158,3.039843323989837,0.0030102002523677935,0.006444343385700765,-3.5077015634650834,FALSE
GSE40435,MS4A15,-0.04074253765346554,6.67623488920297,-3.039737745572752,0.003011166487255159,0.006445971245686905,-3.507998263884641,FALSE
GSE40435,DDX43,0.09122744582178226,6.892116433524753,3.0394356307369272,0.0030139329748819633,0.006451452401083724,-3.508847230872199,FALSE
GSE40435,LOC642889,-0.03415545448514808,6.830014454628713,-3.0388926643656644,0.0030189108722730932,0.006461666100776461,-3.5103728333341957,FALSE
GSE40435,INTS9,-0.07616183928712843,8.75198379019802,-3.0382342258339783,0.0030249576242961465,0.006474166020587077,-3.512222579598281,FALSE
GSE40435,NBPF8,0.10376895138118822,7.778302372314356,3.0381670412481743,0.003025575241959324,0.0064750453203057876,-3.5124113019566705,FALSE
GSE40435,TncRNA,-0.07418150801980113,6.9823748732772275,-3.037602723142416,0.0030307675418048295,0.006485714125885084,-3.5139963414364805,FALSE
GSE40435,C1orf128,0.09826306897029755,9.84169054510891,3.037074843334333,0.00303563203701205,0.006495673751376287,-3.515478812029996,FALSE
GSE40435,MYOC,-0.026502028435643,6.67881990830198,-3.0370526686782626,0.0030358365380146884,0.006495673751376287,-3.515541081498289,FALSE
GSE40435,METAP2,0.09274287568316845,10.3231071549901,3.03697814140577,0.0030365239432244197,0.006496700653056127,-3.5157503614999692,FALSE
GSE40435,MYSM1,0.029872375782178995,6.7242274489306935,3.0368597110772604,0.003037616586346639,0.006498540965847235,-3.516082916849858,FALSE
GSE40435,CDSN,0.027751530485148744,6.655426547628712,3.036839926798239,0.0030377991523941952,0.006498540965847235,-3.5161384705508683,FALSE
GSE40435,HIP1,0.14027841160396007,7.793691799920792,3.0368116765483837,0.003038059858621315,0.006498654717731256,-3.5162177959378624,FALSE
GSE40435,LOC400403,0.019756414004950193,6.715552200066831,3.036740872842596,0.0030387133585958698,0.006499608614144198,-3.516416606746753,FALSE
GSE40435,RFP,0.05530279053465442,7.558875639138614,3.036582841029122,0.0030401724208343017,0.00650228530742472,-3.51686033276033,FALSE
GSE40435,LOC100132804,0.029654400594059143,6.878316114886139,3.035609374711372,0.0030491744634097238,0.006521093371616725,-3.5195932334744082,FALSE
GSE40435,SEMA4A,-0.1839305401782181,7.9299832301485145,-3.035446416976466,0.0030506838087317393,0.006523875762249927,-3.520050648212127,FALSE
GSE40435,CYBA,0.26933917610891156,11.332678270222772,3.035388829431451,0.00305121736078219,0.006524571185163445,-3.520212288862104,FALSE
GSE40435,TBC1D3B,0.03890379450495025,6.946471611470297,3.034774730967393,0.003056912393058838,0.00653630281162475,-3.521935823354994,FALSE
GSE40435,ARL6IP1,-0.07242782114356476,9.379609907076732,-3.034683372305042,0.003057760476011509,0.006537669776445746,-3.522192206591307,FALSE
GSE40435,OR4S1,0.02997481098019847,6.724836975133663,3.0344275163008807,0.003060136747608547,0.006542303687759544,-3.522910190638634,FALSE
GSE40435,LOC100131104,0.018599894386139584,6.685269874544554,3.034154135410384,0.003062677670681628,0.006547288952739249,-3.523677297317149,FALSE
GSE40435,LOC100132838,0.027062020722771293,6.6245872551534655,3.0340049850408484,0.003064064763323108,0.006549807085719148,-3.5240957889069975,FALSE
GSE40435,LOC100132319,0.025171312683168492,6.741908010876237,3.0337550434196547,0.0030663905141602686,0.0065543312327928085,-3.5247970458442435,FALSE
GSE40435,GAD2,0.02951991707920866,6.676977535024752,3.033553060967922,0.0030682711898825927,0.006557903490545595,-3.5253637093705965,FALSE
GSE40435,C2orf70,-0.06412435187128632,6.837220374688119,-3.0334974207539287,0.0030687894481158536,0.00655856352568249,-3.5255198029493053,FALSE
GSE40435,CHD8,-0.1107551648514843,9.386909840732674,-3.0332577101521196,0.0030710231479863597,0.0065628894326107195,-3.526192262027922,FALSE
GSE40435,SPG21,0.054550191314851296,7.467248814116831,3.0329545668782742,0.003073850088149872,0.00656848243894671,-3.5270426050534383,FALSE
GSE40435,MEGF11,0.0554072939603969,6.7123910991485145,3.032754337892459,0.0030757186290825034,0.006572026827095839,-3.5276042257665905,FALSE
GSE40435,C16orf55,-0.03833004767326658,6.7818544521039605,-3.0325533634163127,0.0030775951838489302,0.0065755878539195825,-3.528167906411042,FALSE
GSE40435,LOC644764,-0.030532779069306855,6.674733999425743,-3.03219482835534,0.0030809455569240493,0.006582297139218099,-3.529173425782905,FALSE
GSE40435,LOC728264,0.025615581920792236,6.7697458287227725,3.0320803504895784,0.0030820160194545,0.006584134918351631,-3.529494460565937,FALSE
GSE40435,CEND1,-0.05485650862376238,6.984446431420792,-3.0319126651123036,0.0030835846374108857,0.0065870365874810335,-3.5299646890218472,FALSE
GSE40435,MIR1237,-0.03728085093069301,6.856849966762376,-3.0317269628062604,0.0030853226573209535,0.006590299706094702,-3.530485415793227,FALSE
GSE40435,NUP214,-0.10456033642574201,8.816432470212872,-3.031174778934928,0.0030904959977319925,0.00660089977989084,-3.5320336342905847,FALSE
GSE40435,C2orf21,-0.01947559368811827,6.7902395843539605,-3.0301432740496304,0.0031001815429051475,0.006621135236293261,-3.5349251476550076,FALSE
GSE40435,FAM7A3,0.017125758452145156,6.737818601404291,3.0300203497147855,0.003101337639359518,0.00662315261807979,-3.535269674279168,FALSE
GSE40435,MRM1,-0.038289573089109186,6.870864911217822,-3.0298712189074952,0.0031027407417257816,0.0066256971894708885,-3.5356876355381903,FALSE
GSE40435,PAR1,-0.030042394831682927,6.681511838178218,-3.029387200720966,0.0031072986911304594,0.006634977921176897,-3.5370440502454583,FALSE
GSE40435,IL1RAPL1,0.04240191781188192,6.864269699509901,3.0293573068012094,0.003107580402112688,0.006635127008847451,-3.5371278191717295,FALSE
GSE40435,RNF6,0.03484394065016436,6.764402735820132,3.0291865912269635,0.0031091896253103856,0.006638110310695399,-3.5376061861940604,FALSE
GSE40435,DOCK3,-0.042039409366336634,6.96397427990099,-3.02861652146867,0.0031145688846992356,0.006649141672721016,-3.539203432136248,FALSE
GSE40435,LOC648211,-0.026578487336633747,6.788598818460396,-3.0278181204156476,0.0031221171856996273,0.006664801796509519,-3.541440004935782,FALSE
GSE40435,LOC388565,0.05142025663366394,7.045058878811881,3.027429244527412,0.003125799850141831,0.006672208350875343,-3.5425291906058254,FALSE
GSE40435,CBWD2,0.02465187012871262,6.653834548826732,3.0272771294460683,0.0031272414768840334,0.006674830591448888,-3.542955211405105,FALSE
GSE40435,SALL2,-0.1243141951089109,7.800824127603961,-3.027133888492409,0.003128599563933484,0.006677274178367851,-3.543356362568609,FALSE
GSE40435,VCX3B,0.02873823253465345,6.626260855950495,3.0268244513713354,0.003131535242193278,0.006683084207322314,-3.544222897690772,FALSE
GSE40435,KRT80,0.1476711399901,7.0424186646683165,3.0258313205874376,0.003140974451737966,0.006702771840106492,-3.5470035214128375,FALSE
GSE40435,LOC645452,-0.2802845015841546,11.331611850480199,-3.025781404312237,0.003141449574841287,0.0067033289258316905,-3.5471432597248196,FALSE
GSE40435,LTK,-0.021340180564355903,6.625132600693069,-3.0249775873896962,0.0031491097873962057,0.006719216672289778,-3.549393243227814,FALSE
GSE40435,GSK3A,0.037175849633663716,6.686144017014851,3.0249145789541667,0.0031497109747133396,0.006720041524982865,-3.5495695905862785,FALSE
GSE40435,SNORA49,-0.02750297069306931,6.88527311550495,-3.0241868970551113,0.0031566617601910007,0.00673441247844536,-3.551605997012037,FALSE
GSE40435,C17orf76,0.03716166722772316,6.81341606540594,3.023996647908329,0.003158481349847217,0.006737835342265532,-3.552138338844708,FALSE
GSE40435,LOC645534,0.049101274990099794,6.689199294396039,3.0229623832438213,0.0031683902961580565,0.006758513197131702,-3.5550318566829766,FALSE
GSE40435,LOC100132526,-0.039269706455444635,6.8230960514059404,-3.0217424736383265,0.0031801147995108195,0.0067830607473524825,-3.5584436833101964,FALSE
GSE40435,UBE2J1,0.1106643007128722,9.160047765524752,3.0216769535720487,0.003180745644321524,0.006783944224648155,-3.5586268964090184,FALSE
GSE40435,MIR574,-0.031525227415841864,6.760948585361386,-3.02075050927606,0.0031896780962304984,0.0068025321736267675,-3.5612171481866852,FALSE
GSE40435,ZNF304,0.04995970561386115,7.235268714074257,3.0206568830273794,0.0031905820973096833,0.006803583148509606,-3.561478881539821,FALSE
GSE40435,LOC731282,-0.03060499439603909,6.691262088851485,-3.0206544664814516,0.003190605433220399,0.006803583148509606,-3.5614856369346137,FALSE
GSE40435,LOC651842,0.02900994910891139,6.749948948168317,3.0204194502566706,0.0031928756737098383,0.006807960564248256,-3.562142597458455,FALSE
GSE40435,MAPKBP1,-0.055984486346534676,6.930047404232673,-3.0201925518242714,0.0031950689141845064,0.00681217321296205,-3.5627768251403378,FALSE
GSE40435,ABCA2,-0.06438305248019868,7.166843937517327,-3.0201280816540463,0.003195692348413378,0.006813038548353522,-3.562957025237928,FALSE
GSE40435,LOC100128731,0.11187549198019685,11.465429956386139,3.020005444231013,0.003196878577454574,0.00681510353151423,-3.563299799328176,FALSE
GSE40435,CXCR1,0.03818626500990145,6.740738702613862,3.019530589961711,0.003201475519159907,0.006824438693463127,-3.5646269170237845,FALSE
GSE40435,TFB1M,-0.08159610759405905,8.15922721929208,-3.019208682091536,0.0032045953019782525,0.006830624006953032,-3.5655264826194353,FALSE
GSE40435,PEX3,-0.02269533622772235,6.576024400846535,-3.0188965523579694,0.0032076230039784007,0.00683661222070376,-3.566398646907979,FALSE
GSE40435,LOC652515,-0.02882446738613814,6.785208071633663,-3.018657251215345,0.0032099460496937313,0.006841097842517492,-3.567067259889157,FALSE
GSE40435,MOSPD3,-0.0644548606336634,7.816806450658416,-3.0183693210351707,0.0032127432299488452,0.006846593269539822,-3.5678716848612977,FALSE
GSE40435,SF1,-0.04605946171287076,7.151263548843234,-3.0182636001402265,0.0032137708514982464,0.0068483171448666955,-3.5681670338801785,FALSE
GSE40435,LOC100128728,-0.029248753960395914,6.758998807297029,-3.0174305916008333,0.0032218784470250256,0.006865126680058632,-3.5704938804119983,FALSE
GSE40435,PIPSL,0.12726913264356424,8.502817085084159,3.0173450735066956,0.0032227118563707656,0.006866435263686068,-3.5707327281259635,FALSE
GSE40435,GRM5,0.03204296636633712,6.762312753717822,3.0171394756018013,0.003224716309111249,0.006870238570112237,-3.5713069295417332,FALSE
GSE40435,SLIT3,0.2534681165148523,8.411948707158416,3.0169471320155408,0.003226592584069713,0.006873768295636369,-3.5718440842149173,FALSE
GSE40435,ROS1,-0.030976759851484674,6.571983592490099,-3.016792123018916,0.003228105401725489,0.006876523302696052,-3.572276954395144,FALSE
GSE40435,LOC100134796,0.027600204821782347,6.765796593747525,3.0167136867986177,0.003228871153609237,0.00687768664064483,-3.5724959842847186,FALSE
GSE40435,LOC647134,0.08560049156435694,6.809686567118812,3.016210641069924,0.0032337862489617134,0.006887687566316629,-3.5739006055005103,FALSE
GSE40435,B3Gn-T6,0.03439614960396091,6.811756136584158,3.016170557900587,0.0032341781859275996,0.0068880538471153404,-3.574012518657139,FALSE
GSE40435,LOC653051,0.0287020572772281,6.702143795242574,3.0159085109584947,0.003236741587723144,0.006893044482995275,-3.574744129300954,FALSE
GSE40435,INPP5K,0.05997413043564425,7.6604547053663365,3.015626429371038,0.003239503072285672,0.006898456253352841,-3.5755316154532775,FALSE
GSE40435,PRR10,-0.028350227227723113,6.6664809005247525,-3.0153623316120983,0.0032420904754593316,0.006903496610127398,-3.5762688404338183,FALSE
GSE40435,TRIM6-TRIM34,-0.0538997934653461,6.816833657306931,-3.013974179933199,0.003255721837501723,0.006932050970254229,-3.580142958203136,FALSE
GSE40435,LOC100129138,0.03095077692079229,6.782694362975247,3.0137633081216064,0.003257797184887675,0.006935998167498821,-3.5807313385600006,FALSE
GSE40435,ZNF776,-0.05139320522772251,7.263076042495049,-3.013140455424836,0.0032639342881445156,0.006948591902845697,-3.5824690384796174,FALSE
GSE40435,ZFP64,0.03224710097524785,6.812399403824258,3.0130321487604843,0.0032650025475141663,0.0069503935943479676,-3.582771173159024,FALSE
GSE40435,LOC100128460,-0.08899340175247367,7.141598911450495,-3.0127558554797766,0.003267729170734944,0.0069557250528444045,-3.583541885926209,FALSE
GSE40435,GNPNAT1,-0.07647785307920808,8.018685440252476,-3.0105322132191357,0.003289750133361579,0.007002123142746362,-3.589742525856626,FALSE
GSE40435,LAMB3,0.09963076783498322,6.919078213650165,3.010173764396405,0.0032933127012598094,0.007009229519965315,-3.590741704364941,FALSE
GSE40435,FLJ90757,0.06189267791089153,7.3446094245,3.0099642928623638,0.0032953962572883294,0.007013187331842243,-3.5913255616284374,FALSE
GSE40435,CER1,-0.018348958222772584,6.706756624576733,-3.008807398822617,0.0033069255295500918,0.007037245398051754,-3.5945495452914322,FALSE
GSE40435,GOLGA8F,-0.02873030692079212,6.732398736747525,-3.0087533318874127,0.0033074652558354673,0.007037915671461797,-3.59470019140472,FALSE
GSE40435,INGX,0.022288298168317233,6.674527303381188,3.0085758851654596,0.0033092372000816856,0.007041207697449065,-3.5951945933692206,FALSE
GSE40435,LOC727721,-0.028296988613861707,6.7588149183366335,-3.0077487933553484,0.003317507940174588,0.007058326106714706,-3.5974987144281645,FALSE
GSE40435,PPP2CB,-0.10763227844554486,8.574291390523102,-3.006989635528692,0.0033251161662538786,0.00707403272165731,-3.5996131179493256,FALSE
GSE40435,D21S2056E,0.023832633039603954,6.627245543866336,3.006766493515792,0.0033273555443651816,0.0070783159997453325,-3.600234527352405,FALSE
GSE40435,HIST1H1A,-0.034812085178217836,6.916497129608911,-3.0063698124307106,0.0033313399437963306,0.007086310644659893,-3.60133911587383,FALSE
GSE40435,LOC729692,0.061862353277229234,7.411023391044554,3.005762492558433,0.0033374486144895,0.007098822572620854,-3.603030007863093,FALSE
GSE40435,NLGN2,0.09175040886138618,7.663165631985149,3.005253029735581,0.0033425809814608323,0.007109256323674829,-3.604448227138688,FALSE
GSE40435,KIF5B,0.1571348757821782,8.537245691633663,3.00418213743298,0.0033533930186993135,0.0071317677932321594,-3.607428672401987,FALSE
GSE40435,PDPR,-0.0763335615247533,8.151497823544554,-3.0040207524796876,0.0033550252069772424,0.007134754453737547,-3.6078777525744297,FALSE
GSE40435,NPPA,-0.028706805722772552,6.800371958950495,-3.003632485797003,0.0033589550019566313,0.007142626438358682,-3.6089580857711443,FALSE
GSE40435,LOC346157,-0.029063876633663725,6.783206325435644,-3.0035599491447416,0.003359689644413995,0.007143703505478362,-3.609159902531874,FALSE
GSE40435,LOC100131336,0.04313054873267344,8.159017976059406,3.0032029584674484,0.0033633073667865133,0.007150910298991912,-3.6101530885890334,FALSE
GSE40435,PMS2L5,0.07254110335148481,7.968980981091584,3.0027506083798787,0.0033678966260467084,0.00716018161097336,-3.611411432786314,FALSE
GSE40435,PTBP1,0.08456450499999937,11.801674456064356,3.002302220812651,0.0033724513938017983,0.007169378339817347,-3.6126585975340673,FALSE
GSE40435,WDR19,-0.12174401089108917,8.89992703228713,-3.0019332750834757,0.0033762034506902828,0.0071768674804775995,-3.613684682399927,FALSE
GSE40435,LOC645362,-0.0683904157128727,7.343613273965347,-3.0016970136467847,0.0033786081772696898,0.007181491750137325,-3.614341699992531,FALSE
GSE40435,MAP2K2,-0.12517218506930625,8.654032906425742,-3.001538005110345,0.0033802274958079615,0.007184446060118816,-3.6147838612305856,FALSE
GSE40435,RNF126P1,0.037242280019801795,6.798996355252475,3.0014732062109686,0.003380887603490099,0.007185361369328694,-3.6149640444348696,FALSE
GSE40435,SLC5A1,0.3722068424356432,7.996673833247525,3.0013768993588625,0.003381868903372924,0.007186959134049525,-3.6152318342832563,FALSE
GSE40435,TLX2,-0.019829264153465302,6.6448939399678215,-3.001020056991653,0.0033855071734808628,0.007194202743646834,-3.6162240038313387,FALSE
GSE40435,CPZ,0.05691506032343232,6.7851736174026405,3.0002238197743885,0.0033936384378714882,0.007210992335177294,-3.618437517043649,FALSE
GSE40435,LOC645600,-0.07291533652475296,7.0947474340148515,-2.999922056828596,0.003396724787137172,0.0072170606584620305,-3.6192762796092524,FALSE
GSE40435,CSTL1,0.024249788801980556,6.620794722024753,2.9998733598269367,0.0033972230897499787,0.00721762967856916,-3.6194116283178497,FALSE
GSE40435,ACAD9,-0.08294868659405893,8.99006833760396,-2.999259842599205,0.0034035068255759858,0.007230489330806406,-3.621116683850633,FALSE
GSE40435,NR4A2,-0.2322297274554461,7.892594378524753,-2.9992218848286107,0.0034038959472725257,0.007230825431985067,-3.621222164544913,FALSE
GSE40435,PRY2,-0.028847097633663703,6.843164108787128,-2.9986239808618897,0.0034100307471765894,0.007243366084458535,-3.6228835299954723,FALSE
GSE40435,RNU1-5,0.21251303463366344,8.320671006148515,2.9984703291069823,0.0034116089415047557,0.007246226846251097,-3.623310429550929,FALSE
GSE40435,GCA,0.1029826108613868,9.341069849430694,2.9982539512123716,0.0034138325553577167,0.007250457992300024,-3.62391157371147,FALSE
GSE40435,ZMAT2,0.0846760065742578,9.414056767118812,2.998044419172018,0.003415987093501417,0.007254541868152145,-3.624493664005737,FALSE
GSE40435,C10orf59,-0.1373914946113868,7.864872364587871,-2.998020710841686,0.0034162309563197687,0.007254567758456343,-3.624559524766271,FALSE
GSE40435,LOC100134346,-0.04784633494059377,6.880077990480198,-2.997959285574538,0.0034168628486640337,0.007255417592938601,-3.6247301595879504,FALSE
GSE40435,EXOSC1,0.05290089940924148,8.042519508981849,2.997630553170524,0.0034202464112513676,0.007262109853670011,-3.6256433039930087,FALSE
GSE40435,NOBOX,-0.017121158029703168,6.63968079750495,-2.997428209453536,0.0034223306244890793,0.007266042523238933,-3.6262053274715296,FALSE
GSE40435,HOMEZ,-0.03226152302970299,6.825526154217822,-2.997293722836481,0.0034237165340939534,0.007268492172787664,-3.626578855651937,FALSE
GSE40435,LOC100129708,0.030756760871287318,6.713913424069307,2.9967991457854386,0.003428817702843801,0.007278828387692414,-3.6279523918221885,FALSE
GSE40435,TMEFF2,-0.048871466613861714,6.618261372207921,-2.9966958577100744,0.0034298839229815205,0.0072805982351032625,-3.6282392188347954,FALSE
GSE40435,BRDG1,-0.16369665488118842,6.843197826410891,-2.9952818434394555,0.0034445113103121435,0.007311152116255301,-3.632165049574355,FALSE
GSE40435,LOC100129484,0.027094352009901016,6.822142009891089,2.9949466580365436,0.00344798710096983,0.007318033623408517,-3.633095421679063,FALSE
GSE40435,PSMB4,0.08180899574257512,10.803540492227723,2.9939984077474744,0.0034578377782085337,0.007338443387788683,-3.6357270019387755,FALSE
GSE40435,TREX2,0.05783786116831659,6.753480205940594,2.9938696254990322,0.0034591776055273044,0.007340789342605179,-3.636084344060512,FALSE
GSE40435,LOC728129,0.02619494108910919,6.756434670376238,2.9937745258981865,0.0034601673123999003,0.0073423920322891155,-3.6363482160551674,FALSE
GSE40435,CRYGB,-0.03030360092079201,6.787599839103961,-2.993681517568736,0.003461135508251931,0.007343948862000338,-3.636606278626499,FALSE
GSE40435,DQX1,0.035588139316831954,6.762289735034654,2.9932226706062823,0.0034659156653133495,0.007353593274857525,-3.6378793052994602,FALSE
GSE40435,LOC643055,-0.02720507647524684,6.636283559485149,-2.9931247166199872,0.0034669369157575656,0.00735526169241412,-3.6381510480195383,FALSE
GSE40435,UCHL5,0.09423248040594108,8.139137046074257,2.9927825575405707,0.003470506385335879,0.007362335678504689,-3.6391002029809245,FALSE
GSE40435,FCN3,0.3509945323069316,9.15012744630198,2.9926664924995947,0.0034717179689676427,0.007364069183764362,-3.6394221486808327,FALSE
GSE40435,LOC399959,-0.16852889276237565,7.886622295559406,-2.9926495505644537,0.0034718948556749433,0.007364069183764362,-3.6394691420009107,FALSE
GSE40435,C11orf48,-0.09814118435643535,8.862527699049505,-2.9926366989133926,0.0034720290422525723,0.007364069183764362,-3.6395047895953443,FALSE
GSE40435,LOC340113,-0.03950561890099027,6.9017132445,-2.9907408151161037,0.003491876884580768,0.007405664257620195,-3.6447621403665424,FALSE
GSE40435,LOC645253,0.028925281485148203,6.848017901138614,2.990661415735095,0.003492710391178801,0.007406930325705876,-3.6449822566640604,FALSE
GSE40435,SPRR2A,-0.027336772039602757,6.749792395762376,-2.989493887045982,0.003504987926460064,0.0074324637319137556,-3.6482183926421135,FALSE
GSE40435,LOC100129441,-0.06893826196039551,7.101383941514851,-2.989044705524871,0.0035097220498749608,0.007441998663988659,-3.649463144170201,FALSE
GSE40435,RBM14,-0.08838475012871257,9.656495087806931,-2.988444166655343,0.0035160606195175663,0.007454934134983619,-3.6511270854225355,FALSE
GSE40435,DNAH7,-0.05589024287128733,6.883805389534653,-2.987413096580184,0.003526968019353513,0.007477554269332154,-3.653983266031485,FALSE
GSE40435,CSHL1,-0.018753193145214023,6.817953103559406,-2.9873543987328466,0.003527589906244295,0.007478366415553033,-3.6541458408434124,FALSE
GSE40435,LOC641860,-0.0292791344752479,6.813246768445545,-2.9872967775032535,0.0035282004851498587,0.0074791544809086575,-3.654305431153743,FALSE
GSE40435,SLC22A4,-0.18531398335643567,7.902523118326733,-2.9872318905174295,0.0035288881718858987,0.007480105883330064,-3.654485141935151,FALSE
GSE40435,MIR450A1,-0.03198278033663367,6.77316646170297,-2.9870995409480803,0.0035302912257749496,0.0074825734021874086,-3.654851686719878,FALSE
GSE40435,THOC1,0.08161187949505033,8.32330974568812,2.987066827478372,0.003530638104624863,0.00748280213930443,-3.654942285231277,FALSE
GSE40435,TRIM44,-0.07772561390099082,10.050285564059406,-2.986980175652879,0.003531557073502688,0.007484020241778398,-3.6551822596200436,FALSE
GSE40435,LOC645133,-0.03355205506930709,6.844147405594059,-2.986967563769485,0.0035316908447582357,0.007484020241778398,-3.655217186603174,FALSE
GSE40435,GDAP1,-0.043991765386138686,6.942734005212872,-2.98661614202506,0.00353542017370946,0.0074914161131098955,-3.656190354042818,FALSE
GSE40435,LAMA3,0.056666819608911276,6.978295286913366,2.9857043780814245,0.0035451128802076164,0.007511446290738297,-3.6587147899353214,FALSE
GSE40435,LOC647074,0.040173696455445614,6.8996616184653465,2.985599172947792,0.003546232863757334,0.007513310953700756,-3.6590060338455137,FALSE
GSE40435,LOC727751,0.03285819215841594,6.9112244349405945,2.984893685115648,0.0035537517278485904,0.007528731588245095,-3.6609588439050924,FALSE
GSE40435,MGC3032,-0.04277106337293772,7.15476923390099,-2.9847757213445183,0.003555010383271882,0.00753088859029737,-3.661285333159589,FALSE
GSE40435,CACNA1A,0.01853595304455407,6.6816917022450495,2.984521965748261,0.0035577193116473477,0.007536117332403778,-3.6619876178395723,FALSE
GSE40435,FAM178B,-0.03641728057425756,6.921307997980198,-2.9843598368564743,0.0035594510909674596,0.007539275667110054,-3.662436293596917,FALSE
GSE40435,LOC100133431,0.034772074217822205,6.709677395366336,2.9840064744794965,0.003563228226917073,0.0075467655527684295,-3.6634141183831677,FALSE
GSE40435,LOC644132,0.08072125339604022,7.793623100727722,2.9838010452765493,0.003565425786549675,0.007550701307328247,-3.66398253767941,FALSE
GSE40435,OPN4,0.021028762108910873,6.700410723514851,2.9837876838407142,0.003565568762581043,0.007550701307328247,-3.6640195074204245,FALSE
GSE40435,MLL3,0.04757945639768924,7.1354683894513204,2.9827536147384026,0.0035766500414431165,0.0075736556260312254,-3.6668802507877123,FALSE
GSE40435,LOC649350,-0.03496062491089134,6.716819852910891,-2.9820674933720213,0.003584020181992663,0.0075887489335937685,-3.668777940673638,FALSE
GSE40435,LOC650428,-0.025643259663365774,6.830075521524752,-2.981694281431464,0.0035880350133540985,0.007596736200687643,-3.6698100248591574,FALSE
GSE40435,TRAPPC1,0.08922459574257585,9.13174748379208,2.9809436354308487,0.0035961226697974443,0.007613344958558391,-3.6718855409450493,FALSE
GSE40435,LASS1,0.032797736891090015,6.607423543039604,2.9806246878452813,0.0035995641854206957,0.007620115799233617,-3.6727672897558996,FALSE
