repeat_id,symbol,oob_n,oob_events,clinical_c_index,clinical_gene_c_index,delta_c_index
74,GRAMD1A,189,65,0.7596316937242549,0.7696874242791374,0.010055730554882514
74,IFFO1,189,65,0.7596316937242549,0.7496971165495517,-0.00993457717470314
74,DBT,189,65,0.7596316937242549,0.7481221226072208,-0.0115095711170341
74,TNFAIP2,189,65,0.7596316937242549,0.7633874485098134,0.0037557547855585627
75,PANK1,189,58,0.7719123505976095,0.784006829823563,0.012094479225953414
75,ACADM,189,58,0.7719123505976095,0.7865680136596471,0.014655663062037583
75,FUT6,189,58,0.7719123505976095,0.7804496300512237,0.008537279453614155
75,CLCN5,189,58,0.7719123505976095,0.7943938531587934,0.022481502561183864
75,EMCN,189,58,0.7719123505976095,0.7780307342060331,0.006118383608423539
75,HIBCH,189,58,0.7719123505976095,0.7548377916903813,-0.0170745589072282
75,TCIRG1,189,58,0.7719123505976095,0.7864257256687536,0.01451337507114403
76,CRYL1,191,62,0.7663838502047982,0.780866003510825,0.014482153306026868
76,HHLA2,191,62,0.7663838502047982,0.7896430661205383,0.023259215915740095
76,DDC,191,62,0.7663838502047982,0.7804271503803394,0.014043300175541229
76,PANK1,191,62,0.7663838502047982,0.7785254534815682,0.012141603276770052
76,CLCN5,191,62,0.7663838502047982,0.771357519016969,0.004973668812170873
76,C1QTNF6,191,62,0.7663838502047982,0.7767700409596254,0.010386190754827274
76,CADPS2,191,62,0.7663838502047982,0.7807197191339965,0.014335868929198359
76,TEK,191,62,0.7663838502047982,0.7732592159157402,0.00687536571094205
76,EMCN,191,62,0.7663838502047982,0.7712112346401404,0.004827384435342252
76,PODXL,191,62,0.7663838502047982,0.776916325336454,0.010532475131655894
76,LRBA,191,62,0.7663838502047982,0.7856933879461674,0.01930953774136923
76,IFFO1,191,62,0.7663838502047982,0.7813048566413108,0.014921006436512618
77,CYFIP2,196,62,0.7271578415266018,0.7416908884114748,0.014533046884873002
77,HHLA2,196,62,0.7271578415266018,0.7313281941109566,0.004170352584354831
77,CADPS2,196,62,0.7271578415266018,0.7284215847339821,0.001263743207380319
77,TEK,196,62,0.7271578415266018,0.7356249210160495,0.008467079489447693
77,EMCN,196,62,0.7271578415266018,0.72791608745103,7.582459244281914e-4
77,PODXL,196,62,0.7271578415266018,0.7341084291671932,0.006950587640591421
77,LRBA,196,62,0.7271578415266018,0.7262732212814356,-8.846202451662233e-4
77,GRAMD1A,196,62,0.7271578415266018,0.7358776696575255,0.008719828130923757
78,PANK1,186,63,0.7560192616372392,0.7684590690208668,0.012439807383627599
78,IQGAP2,186,63,0.7560192616372392,0.7731407169609417,0.01712145532370246
78,TEK,186,63,0.7560192616372392,0.7720706260032102,0.016051364365970988
78,EMCN,186,63,0.7560192616372392,0.7632423756019262,0.007223113964687
78,PODXL,186,63,0.7560192616372392,0.7692616372391654,0.013242375601926204
