draw,delta_c
112,-0.01638574694967727
113,0.0012682522956495522
114,0.008030168589174814
115,0.008879211720854718
116,6.562805449721986e-4
117,0.008959482594635703
118,0.013994584085543705
119,0.0018128161888701587
120,0.018554701660262452
121,0.004419958680272951
122,0.010317476094865085
123,-0.001275263494353085
124,0.003986150727445603
125,0.0017250963178777501
126,0.012244822893294571
127,-0.0025126169651035423
128,0.0022512650914451758
129,-0.003741896915690579
130,0.00498378499273121
131,0.0010400480293826786
132,0.001953642384105958
133,0.0016348146442551226
134,0.006138949725822107
135,0.0014648209781019106
136,0.006455919260960119
137,0.008410251208709463
138,0.006059997187003963
139,0.006718568767354394
140,0.0030857346704190047
141,0.004253847484004858
142,0.0017394850698631225
143,0.012671708875611466
144,0.0016346042638498038
145,0.00869565217391306
146,0.002650611533946767
147,0.0010595042614746863
148,0.015211478432303194
149,0.0012758627217142715
150,0.020526880232477673
151,0.008540658320087135
152,0.011255264102128303
153,-0.0011802970861415907
154,0.006725227899828867
155,0.005476431678684235
156,-0.008506919155134763
157,0.0011271654436795452
158,0.0015457014247981737
159,0.0027997076023391853
160,0.004675397338835196
161,0.006011072496565096
162,-0.0021746318881173178
163,5.172383041717743e-4
164,0.0010987470428458711
165,0.007730452971725321
166,-0.007144623864881105
167,7.576995343517523e-4
168,0.010859098256353783
169,0.0042790751489673266
170,9.553023663453009e-4
171,0.0075906039006225275
172,0.00829231622845481
173,0.005729663701950627
174,4.296174536760122e-4
175,-0.0021737166398641426
176,0.013564294314154412
177,1.662989429314865e-4
178,0.003001750172982176
179,-0.0019850508516113586
180,0.010303816821034251
181,0.010284750506881036
182,-2.659293438061261e-4
183,0.001346214208488805
184,-0.003977700187117817
185,-0.005109748161003414
186,-0.004537669721207016
187,-0.006033316656475241
188,0.004684387663987932
189,0.0012705407142201476
190,-0.0033565334530758716
191,-0.0031237873496313463
192,0.016321952287152587
193,0.004311551598633723
194,-0.006070758509782903
195,9.000935938028754e-4
196,0.006369188115844293
197,0.004044024930648116
198,0.0019108392223042502
199,-0.010137631975867256
200,0.005243673229168644
201,-0.008180884646103514
202,0.012782202691568245
203,0.008390333811181627
204,0.018303045909358474
205,0.002957657085864529
206,0.009240906218972866
207,0.01289661875998056
208,0.01416889090805835
209,0.008743784254654986
210,-0.0035541013200947823
211,-0.001272386150434912
212,0.013511768503844567
213,0.006656591572066217
214,0.007531674004852185
215,0.0095796051697202185
216,0.005152445340012435
217,0.017487076695853976
218,-0.006556164539437526
219,0.005322532919070843
220,7.285752080916419e-4
221,0.004298941798941825
222,-0.0036704553681314754
223,0.013228622491064056
224,0.0033798501126001803
225,-0.01240745087161541
226,0.0044708335542243075
227,0.004674271632417804
228,0.001493467260780945
229,-8.586755843522198e-4
230,3.5403050108933075e-4
231,-0.00618186367373198
232,6.369803581289136e-4
233,-0.005158437730287402
234,0.0031561789098464967
235,2.1529499032076904e-4
236,0.011651705565529635
237,-0.004251527494908347
238,0.01541879497939731
239,-0.003988540800295726
240,0.0016960266543792125
241,0.004973772465388238
242,0.008881664985240812
243,0.011621422274992365
244,0.007390402339897306
245,0.0020749652586092293
246,0.00456034682463512
247,0.003289485300609163
248,-0.00196794403659144
249,9.322370081863762e-4
250,0.010678616642887263
251,-0.003397978394779666
252,0.007290377223271871
253,0.006973781774625931
254,0.007433893879459852
255,0.0047781440642643445
256,0.002119564242000038
257,0.0015440993346853005
258,0.005725477275639268
259,0.004074208803201173
260,0.011039739968269924
261,0.0033798188823909057
262,0.0029600631846433577
263,0.006899507976740693
264,0.006936652226404383
265,0.007174905697836053
266,-0.001858022645196211
267,0.00666339010604714
268,3.980628829291288e-4
269,0.004112509737996639
270,0.004419598321004392
271,0.007958967102935977
272,0.006657175296004625
273,0.001449878861296161
274,0.012662601993740197
275,0.014319019059991833
276,0.009942164692922039
277,0.014311509154598955
278,0.0043315999858502315
279,-0.009535658092136579
280,-0.0031413517770817355
281,0.008258628824447422
282,-4.755461047747822e-4
283,0.015950497776728446
284,0.014529702970297032
285,0.003178683385579928
286,0.009464930734727883
287,0.00715555884859036
288,0.005396632900556431
289,-0.007120405941204255
290,-0.005129552455154918
291,0.009126391528645117
292,0.011171567913815673
293,0.006145290112441293
294,0.010030438933016339
295,-0.006959858221923998
296,0.0022393295284324987
297,-0.0025211975688451795
298,0.003405471323783704
299,0.003821074054076501
300,0.0012185152022423872
301,-0.00249389489178069
302,0.003593382275457524
303,-0.006635096027361231
304,0.011795160779065218
305,-6.131665078510373e-4
306,0.007681919700825823
307,0.009741130647265239
308,0.007997205226980875
309,0.004258496811172996
310,0.018417112299465233
311,0.004421866329908352
312,-1.9927609906870148e-4
313,-0.012935388437586815
314,-0.0022666642135668715
315,0.002527847579042131
316,0.00455951981508409
317,0.017370586961230228
318,0.002784901015488761
319,0.004833685829648149
320,0.007150939126499223
321,0.011208047553726563
322,0.007171161061822762
323,-0.005034498026048773
324,0.010050007786679593
325,-0.00478968534787787
326,0.008388429035000967
327,0.007384538510957206
328,-0.00484373429806052
329,0.0067484334947308326
330,0.004245917387127751
331,0.009747510115157187
332,0.006178173640500795
333,0.0042273120463349415
334,0.0011513727204824243
335,0.008488365367932005
336,0.014464455359489004
337,5.175574165259156e-4
338,0.0034427638363698997
339,0.020937524807493845
340,0.0038763501941566523
341,-0.007242243397408432
342,0.008364165454167526
343,-0.006319151601185758
344,-5.867286697789464e-4
345,0.0054687645470626765
346,0.00693466025569347
347,0.0022516487149593645
348,0.002463211772232898
349,-0.003116264623667042
350,0.004204284238931266
351,0.012487331000325109
352,0.004584688000264047
353,0.006665094246909198
354,0.013521289987411844
355,0.01156667256602365
356,0.0015034925852601688
357,0.00993982654873361
358,0.015099031728954637
359,0.005170652739501657
360,0.0053962732919254465
361,0.0017580074787228784
362,-0.005152194691566803
363,0.004530455890161556
364,0.004317087109151752
365,-1.6897730327585235e-4
366,0.006222824014036154
367,3.3915379449293013e-4
368,0.0027293089122502946
369,-0.004300431451967945
370,0.014611511162287105
371,0.003702176781002653
372,0.010207333730256007
373,-0.006771354797913276
374,0.004721713982175524
375,0.004281259918967861
376,0.0023528161153730685
377,0.00792676301206129
378,0.015631691648822287
379,-8.467462316142704e-4
380,-0.008938997382725956
381,-0.005215427440956622
382,-1.91666347221231e-6
383,6.396630451897201e-4
384,-0.006891290761369062
385,0.0020246729237770045
386,0.0014493753882255378
387,0.007109729102983009
388,-0.0011732784431137456
389,0.011772791512593684
390,0.007954822611208034
391,-0.0016028844081280914
392,0.007856851430902834
393,0.0028326163773236936
394,0.009526367187499996
395,-6.572173793671588e-4
396,-0.0033529741863075335
397,-0.0010830582567579738
398,0.0049991768644021325
399,0.005371228754980861
400,0.0010307986900266574
401,0.015026741043188241
402,-0.005743495813397115
403,0.029235226386361113
404,-4.911009127701593e-5
405,0.009181775070222109
406,-0.005014737970370942
407,0.005294439791250549
408,0.005062699867054743
409,0.00309487569761544
410,0.013339864327831274
411,0.012198727308780832
412,-0.005292944754385598
413,5.009416195856598e-4
414,-8.486363716393664e-4
415,-0.0016866060080295343
416,0.004611645728396996
417,-0.006621695259211935
418,-0.009712829156988123
419,-0.004043576582074016
420,0.007485553017067581
421,0.010370370370370363
422,0.011015939744263403
423,-0.0027729181245626177
424,0.0035781435862015988
425,-0.005516404805914932
426,0.006952591595345681
427,0.0030656906034549737
428,0.008790716764299844
429,0.004201252936570088
