endpoint,model,symbol,n,events,interaction_log_hr,interaction_hr,interaction_hr_ci_low,interaction_hr_ci_high,interaction_p_value,interaction_ph_p_value,nivolumab_log_hr,nivolumab_p_value,everolimus_log_hr,everolimus_p_value,interaction_fdr,manuscript_role
OS,randomized_unadjusted,RBM47,250,191,-0.03446137062752485,0.9661256597936307,0.7130943193883006,1.3089415595294,0.8239908075728486,0.6050107337950282,-0.10800008786404373,0.3323425202281557,-0.0906684562092917,0.4020605625662189,0.9475894287087758,RNA-binding and immune-composition-sensitive association
OS,randomized_unadjusted,HIBCH,250,191,-0.023821095718534586,0.9764603870761126,0.7256066324196261,1.314038274911229,0.8750561752131583,0.5831236553765579,-0.19989215213150024,0.042479511817153384,-0.17034207369331544,0.14065512813784217,0.9583948585667925,plausible but under-validated metabolic signal
OS,randomized_unadjusted,LTB4R,250,191,0.010115116443889944,1.0101664471602994,0.7537836217669643,1.3537522194717229,0.9460106619486357,0.4109509370198876,0.10484084264843647,0.37637432073256605,0.08091560475693177,0.3723928818539354,0.9769924718316451,inflammatory and renal-compartment association
OS,randomized_unadjusted,GJB1,250,191,-0.00404496806488075,0.995963201799117,0.7565823291386737,1.3110836205588088,0.9769924718316451,0.7348063932477692,-0.08357942012079173,0.38986883630576596,-0.08958197178495096,0.37516094302098346,0.9769924718316451,gap-junction and epithelial-compartment association
PFS,age_sex_mskcc_adjusted,HHLA2,248,220,-0.21063051922227358,0.8100733181136749,0.6267439125871367,1.0470285670759738,0.10763323788810458,0.7920099909602919,-0.10050625811978071,0.30449670878443763,0.10684748747205018,0.22928003181181442,0.9322584780293721,immune-checkpoint paradox
PFS,age_sex_mskcc_adjusted,GJB1,248,220,0.21541506751291048,1.240376630177115,0.9411450210101431,1.6347471965991032,0.1261836502778369,0.08005997848029246,0.02466355546568268,0.7865701088522652,-0.21260222705811035,0.03964856341787806,0.9322584780293721,gap-junction and epithelial-compartment association
PFS,age_sex_mskcc_adjusted,TNIP1,248,220,0.1999309974068879,1.2213184811103235,0.9187545739671086,1.6235226191701413,0.1686526630382166,0.6561826068544846,0.11202920641952767,0.2769459838398894,0.018377711786833877,0.8479655137131579,0.9322584780293721,candidate prognostic association requiring validation
PFS,age_sex_mskcc_adjusted,CLCN5,248,220,0.19928439561890404,1.2205290296546065,0.9121387047500354,1.633184848391949,0.1798901367531783,0.7799007685627437,0.023534553618660452,0.816906447123201,-0.162440446671996,0.1244043482688494,0.9322584780293721,proximal-tubule endosomal/metabolic differentiation
PFS,age_sex_mskcc_adjusted,C1QTNF6,248,220,0.18825605399628365,1.207142569459641,0.8972526877357467,1.6240610955191561,0.21360767356072388,0.3498174256619887,0.2257478967878791,0.03235329561202582,0.040707724237840005,0.7136345474724093,0.9322584780293721,secreted inflammatory/metabolic risk
PFS,age_sex_mskcc_adjusted,GRAMD1A,248,220,-0.15125213748111688,0.8596309261557064,0.6548240405316919,1.1284945015202954,0.2760048261648933,0.9029449018665673,0.007392143876727014,0.9288895558466826,0.15552810422639435,0.13855462010091857,0.9322584780293721,cholesterol-contact-site biology
PFS,age_sex_mskcc_adjusted,HIBCH,248,220,0.13279223794509035,1.1420127067749646,0.8529999715888689,1.5289484945775353,0.37240559762391745,0.4997356093942261,-0.03348657763019937,0.6982118803751958,-0.16174975301314165,0.1871834815659195,0.9322584780293721,plausible but under-validated metabolic signal
PFS,age_sex_mskcc_adjusted,CRYL1,248,220,0.12349104753121713,1.1314398753165746,0.8512899553359013,1.5037839732894096,0.3948982182304352,0.957794304555827,0.056025719569210236,0.6195600382217339,0.013095468154246214,0.8821468880324345,0.9322584780293721,renal metabolic differentiation
PFS,age_sex_mskcc_adjusted,DDC,248,220,0.11528219742224464,1.1221900720387197,0.8521909583458747,1.4777328314144782,0.4116716932804759,0.25367751186078963,0.001991708794258202,0.9846497667999082,-0.09222053114380258,0.3065855502350699,0.9322584780293721,amino-acid and biogenic-amine metabolism
PFS,age_sex_mskcc_adjusted,TNFAIP2,248,220,-0.11429681989322159,0.8919931552722058,0.6638468512780483,1.1985472063634317,0.4482500604919671,0.5855113107525765,-0.02839162993597107,0.789149107200328,0.015828470135185273,0.870770068110552,0.9322584780293721,non-specific inflammatory signal
PFS,age_sex_mskcc_adjusted,LRBA,248,220,-0.09117810889442216,0.9128551088050592,0.6999523502130619,1.1905159678624448,0.5009937042324288,0.9326250204719886,-0.14216478512619962,0.10597172733043357,-0.09042903646825133,0.3794466021346047,0.9322584780293721,immune-composition signal
PFS,age_sex_mskcc_adjusted,CADPS2,248,220,-0.07306769741757407,0.9295379005803298,0.711205855988193,1.2148953799244748,0.5927097148228175,0.9383210345226943,-0.14530473010088366,0.06871729219889353,-0.10817348541540586,0.3140572557103069,0.9322584780293721,weak ccRCC-specific biological support
