path,bytes,md5,provenance
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/1e1f9cde-c6e0-4925-944f-12d354ef858e/9369d3f6-e196-49a8-b42c-68a29c637425.rna_seq.augmented_star_gene_counts.tsv,4238541,ece2713e6d18e20359454f97418a6ad4,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/1eb01cfb-4b8b-472b-a20b-61239ad14ab6/d3cfb40a-d28c-4202-9fc7-2569dfdd64d7.rna_seq.augmented_star_gene_counts.tsv,4240767,18a403720e466264a45204cf808d163a,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/1fbf38d0-bc11-4d81-81a3-2a558afa4db5/e7ecb3a4-a955-4aba-a369-7c21e85779ab.rna_seq.augmented_star_gene_counts.tsv,4244395,7171d99b84dc41917dddbde2c315d2c7,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/200dfa9f-ed6f-4434-9dde-7833f4d3b275/8283ab27-1a92-41f4-af55-6c115308d5bc.rna_seq.augmented_star_gene_counts.tsv,4253057,42a7c80edc573133a91441a368eb2443,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/206a4211-c6c8-4f43-be95-1f36289d7bd6/dfbacd3b-4403-447b-a904-d5bad78aaad9.rna_seq.augmented_star_gene_counts.tsv,4248564,4ea0b83c0627629bb83c93eca6062958,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/213b2ef0-57cb-4fa3-9d56-2bda451006c9/5f580a37-a7b6-495f-b2a0-aea58c4d303a.rna_seq.augmented_star_gene_counts.tsv,4249459,185b0af5a48b09be44da0589a9ce59a6,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/21702617-18af-41b6-98fa-54395bfd0d9a/c3b9c2b0-bd3d-43ff-a17f-797122d5ac3c.rna_seq.augmented_star_gene_counts.tsv,4228535,2ba3d2c621a7156e735f0665c3f12e67,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/24ec3d48-d4c2-4f0c-b188-87ebc1f3123e/9453eb6e-d3cf-4030-8eb3-cff627903c1a.rna_seq.augmented_star_gene_counts.tsv,4245450,7dbbf5fabaf369e4d233942341827227,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/24f33eec-e332-4d33-a628-a366f2a18d52/071098de-0fcd-4155-a735-5dbcc0054e6b.rna_seq.augmented_star_gene_counts.tsv,4226516,c004f2994d1b2e949cbccc418bcf77c3,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/24f43a2c-0df0-464c-a4ef-80be1aa203df/4010f503-1d92-4e60-b9e0-5da0bab1fe76.rna_seq.augmented_star_gene_counts.tsv,4250160,a00d8027a727b68e81e83f2ddd6b566a,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/255d2ed8-2b59-486a-bfe2-0ba938b9aeb6/274f9dc8-eac5-4a19-8e22-f3af2201f50f.rna_seq.augmented_star_gene_counts.tsv,4235343,ce5ee4f6f74a6a35aee57857c5d71bd9,cached public input; original retrieval date unknown
data/raw/TCGA-KIRC/Transcriptome_Profiling/Gene_Expression_Quantification/2562285c-fe56-4011-a9e9-9e17bb78becb/bbedd02c-32d6-462d-9c08-280626ff0d37.rna_seq.augmented_star_gene_counts.tsv,4237298,e20923911b4a15046aedfd3b5fb1c584,cached public input; original retrieval date unknown
