symbol,tier,pathway_class,main_hr,main_hr_ci_low,main_hr_ci_high,main_log_hr,main_fdr,main_ph_p_value,main_n,main_events,ph_diagnostic_p_ge_0_05,main_warning_count,main_warning_text,stage_complete_log_hr,stage_complete_p_value,grade_complete_log_hr,grade_complete_p_value,sensitivity_pass
DAO,strict_only,Unclassified,0.7284304005395199,0.6207129918805997,0.8548408932485074,-0.3168631959486481,8.579960544575306e-4,0.04546995449969505,517,170,FALSE,0,NA,-0.3243810645436113,6.455055957264612e-5,-0.325530071035803,3.7141078839491754e-5,TRUE
HAVCR2,strict_only,Unclassified,0.7262590700787929,0.6178714450353738,0.8536601603939081,-0.31984848197311677,8.639757722868085e-4,0.11691003167002918,517,170,TRUE,0,NA,-0.2546754414142587,0.00129639272850859,-0.2344572569988351,0.00224188202063113,TRUE
TGFBR3,strict_only,ECM/EMT,0.74419701829051,0.6408588365090836,0.8641984326054238,-0.2954494696746449,8.696326413331462e-4,0.454694772581909,517,170,TRUE,0,NA,-0.301624563707091,4.545298616524376e-5,-0.3683855646353653,9.597431614368133e-7,TRUE
FBXO21,strict_only,Unclassified,0.7011446364013122,0.5858912866101676,0.8390699988023971,-0.3550410845551849,8.696326413331462e-4,0.8486496138658541,517,170,TRUE,0,NA,-0.3759402707777357,3.0886159836346004e-5,-0.44552882260768256,2.68172415378095e-6,TRUE
ZNF83,strict_only,Unclassified,1.308697349556886,1.1420543940589454,1.4996560248327546,0.26903225282843984,8.750367654141636e-4,0.2185061009099621,517,170,TRUE,0,NA,0.26931406016791004,1.0813716275628908e-4,0.36323676770281954,7.659864377221439e-7,TRUE
PLG,strict_only,Immune;Metabolism,0.6876101684282706,0.5687266917169279,0.8313443884594133,-0.3745332172926916,8.859607759128442e-4,0.39171411551647106,517,170,TRUE,0,NA,-0.3875897169110907,5.148170388449351e-5,-0.46171545501622097,2.0277147950632874e-6,TRUE
CRYM,strict_only,Unclassified,0.75623639780008,0.6563321871244736,0.8713476202701926,-0.2794012561789022,8.91762589419385e-4,0.4334064159563382,517,170,TRUE,0,NA,-0.2728218377411872,1.344917249673364e-4,-0.3205953588880421,2.537245368099444e-6,TRUE
PRKD1,strict_only,Unclassified,0.7476735508595717,0.6448289836878943,0.8669209244563538,-0.2907888256027823,9.381340701995282e-4,0.8787236512320112,517,170,TRUE,0,NA,-0.315971721663286,1.9568175428505293e-5,-0.3721322815840469,3.538109014454641e-7,TRUE
EDN1,strict_only,Immune,0.7491920853427813,0.6466655379721534,0.8679738563158679,-0.28875987261271724,9.53298944501858e-4,0.6488764194341617,517,170,TRUE,0,NA,-0.30754710737854013,1.9803712997649037e-5,-0.2613146895771448,7.826961692198239e-4,TRUE
AOX1,strict_only,Metabolism,0.7428277600949419,0.6381054156364572,0.8647365586410214,-0.29729107796854803,9.958357369112443e-4,0.3604362138752843,517,170,TRUE,0,NA,-0.296559487030009,9.970904312593978e-5,-0.27435792653157937,1.755388877249068e-4,TRUE
ARPC1B,strict_only,Unclassified,1.359205230328184,1.161829944950919,1.5901112431987932,0.30690013946131245,9.965812398571394e-4,0.698242601685137,517,170,TRUE,0,NA,0.32005016576152534,3.534733151341946e-5,0.3577712289483713,6.890470379491371e-7,TRUE
FAM151A,strict_only,Unclassified,0.7358438993701346,0.6287885576026517,0.8611261093946493,-0.306737275995314,0.00103465017841477,0.8734395460282196,517,170,TRUE,0,NA,-0.3076462841115945,1.4394890302709928e-4,-0.26441303337549943,0.00115019551752344,TRUE
TLL1,strict_only,Unclassified,0.7542315112181872,0.652638873646133,0.8716385055894089,-0.2820559140466091,0.00104367457624734,0.6839920162208205,517,170,TRUE,0,NA,-0.28587490771177626,8.011914459981343e-5,-0.29115283060387276,4.456080198502829e-5,TRUE
IFI44,strict_only,Immune,1.3883751785944236,1.1728714943817304,1.6434755604263438,0.328134127140719,0.00106950687029025,0.2699928608119095,517,170,TRUE,0,NA,0.33552251393667687,8.535420749455509e-5,0.41851077455248287,6.444880549453959e-7,TRUE
TNFRSF25,strict_only,Unclassified,1.3700844577893532,1.1650402786572602,1.6112159003115234,0.314872385961298,0.00108810881755192,0.1454077860820622,517,170,TRUE,0,NA,0.31111690533608993,1.5803348217068955e-4,0.343107168842866,2.1459835491384724e-5,TRUE
FREM2,strict_only,Unclassified,0.7662265795470325,0.6679689920857704,0.8789377623219943,-0.26627735722717844,0.00110266516860882,0.5694511532100948,517,170,TRUE,0,NA,-0.2862209219044068,2.9979790546165204e-5,-0.3232453857199,1.1603877002927454e-6,TRUE
KIF4A,strict_only,Unclassified,1.3509780339410191,1.156253272123326,1.578496417864815,0.3008287997348663,0.00116443342101919,0.7857798508469024,517,170,TRUE,0,NA,0.33230312325995487,1.961281210811378e-5,0.418097874909864,1.101745200552254e-8,TRUE
NAPSA,strict_only,Unclassified,0.7387343892987014,0.6315353935789506,0.8641297122554729,-0.3028168417220492,0.00117175650664851,0.615507522393666,517,170,TRUE,0,NA,-0.3178232308743554,6.0535081867193494e-5,-0.320346831248735,4.9035383462497216e-5,TRUE
F2RL3,strict_only,Unclassified,0.7282795705019098,0.6179099102254629,0.8583632080231844,-0.3170702790896267,0.0011885083966443,0.7476185291872709,517,170,TRUE,0,NA,-0.35184477969902095,1.5439336661318024e-5,-0.35147330227399193,1.477179115025674e-5,TRUE
COL6A2,strict_only,ECM/EMT,1.381130631431114,1.168121295230825,1.6329826610175568,0.3229024618660871,0.00119824785364972,0.8928273871863679,517,170,TRUE,0,NA,0.35301130653682866,3.2229363726766506e-5,0.39089408921015073,3.2602077079511895e-6,TRUE
SNHG12,strict_only,Unclassified,1.3267831749256611,1.145744465819813,1.5364277513714488,0.28275734706798467,0.00119827628200974,0.9683157049887314,517,170,TRUE,0,NA,0.2958436751455023,8.646641427104945e-5,0.3298188954090878,1.0134786460299604e-5,TRUE
FNDC5,strict_only,Unclassified,1.318460255585699,1.1421762667655575,1.5219519929982197,0.2764645826979437,0.00120621703862405,0.2025066300564421,517,170,TRUE,0,NA,0.21610301419576572,0.00176221529332269,0.24677440552987132,7.768247577790493e-4,TRUE
ATP1B1,strict_only,Metabolism,0.7533297227664428,0.6501517293889165,0.872881891334457,-0.2832522681833084,0.00122942566923079,0.946435535788936,517,170,TRUE,0,NA,-0.28823005439749094,1.09547844713546e-4,-0.35738652962461553,4.378774687170104e-7,TRUE
DHDH,strict_only,Unclassified,0.7137568346691139,0.5988077694997704,0.8507718920588723,-0.3372129423392156,0.00124421347720969,0.4749695240310371,517,170,TRUE,0,NA,-0.3359925372526792,1.3076289937185448e-4,-0.3908352969387724,4.084037152719561e-6,TRUE
SCGB1D2,strict_only,Unclassified,0.7367076961681395,0.6283407432187499,0.8637641844027603,-0.30556407853357614,0.00124421347720969,0.5583744370564417,517,170,TRUE,0,NA,-0.32665792918475867,4.7425609371669926e-5,-0.30889977704745913,1.4953746564615858e-4,TRUE
GOT1,strict_only,Metabolism,0.7248827320670372,0.6129903778474743,0.8571993855664026,-0.32174538608327413,0.00125416210704172,0.14461174170883745,517,170,TRUE,0,NA,-0.34894293903747203,3.800006290591141e-5,-0.3995514181203085,2.8125687213302326e-6,TRUE
SCO2,strict_only,Unclassified,1.3292744972184938,1.1455188474704296,1.54250686739669,0.2846333025862585,0.00129562428871506,0.2351519288026851,517,170,TRUE,0,NA,0.284242285295533,1.7306326083616947e-4,0.3565152194025637,2.401439516137714e-6,TRUE
BNIP3,strict_only,Unclassified,0.7476119003605762,0.6421246833181303,0.8704283888801116,-0.29087128544211277,0.00130025765360672,0.3743915820578216,517,170,TRUE,0,NA,-0.2824005039620118,2.331270433778208e-4,-0.31400851806432106,5.040797163011969e-5,TRUE
KCNAB1,strict_only,Unclassified,0.7253675022266332,0.6132119986529903,0.8580360698131929,-0.3210768529347348,0.00130363999743425,0.23731770630164525,517,170,TRUE,0,NA,-0.33767641561831674,5.641251345178575e-5,-0.337520975959385,4.476261451771747e-5,TRUE
SLPI,strict_only,Unclassified,1.335422150775783,1.1477105528236888,1.5538345590663716,0.289247459675474,0.00132169173741441,0.5053923974609088,517,170,TRUE,0,NA,0.3144407960627689,3.37734968448246e-5,0.36124564328116626,1.3726861386345366e-6,TRUE
SLC22A8,strict_only,Unclassified,0.6911991244585449,0.569566067878259,0.8388073949559376,-0.3693273281908004,0.00132702372676489,0.2583395486727911,517,170,TRUE,0,NA,-0.3884959013274288,7.78562498026108e-5,-0.4622152925668838,2.282288893249596e-6,TRUE
TMEM44,strict_only,Unclassified,1.4009795954777875,1.1741134437493694,1.6716815886864849,0.3371717029931268,0.00132702372676489,0.3619843124714738,517,170,TRUE,0,NA,0.356993930867386,5.1787980372592776e-5,0.4469304842955088,1.4956613767469893e-7,TRUE
CYP8B1,strict_only,Metabolism,0.7509607977750954,0.6462405664974051,0.8726504478843671,-0.2864018286136334,0.00133563403906748,0.6058732974361851,517,170,TRUE,0,NA,-0.283700888578297,1.9079630215629607e-4,-0.22078940582276035,0.00596652805286347,TRUE
HADH,strict_only,Metabolism,0.6778606465904115,0.5526984170779367,0.8313666947433589,-0.3888135481695034,0.00135385680334459,0.04988844707663569,517,170,FALSE,0,NA,-0.4163289243337319,4.498328195524128e-5,-0.5180581464537298,3.2388959931675713e-7,TRUE
FECH,strict_only,Unclassified,0.7326419003915324,0.6221869588436711,0.8627055687680876,-0.31109823618130694,0.0013617911332184,0.29528926347912454,517,170,TRUE,0,NA,-0.32269853441410634,8.351043577669445e-5,-0.3909076204348445,1.633109286440603e-6,TRUE
SLC22A12,strict_only,Unclassified,0.7282900783520271,0.6165120074876416,0.8603343191764747,-0.317055850874504,0.0013641577058593,0.9950228392748636,517,170,TRUE,0,NA,-0.3224435295715804,1.0487700335840355e-4,-0.37657008469719816,3.118137899555651e-6,TRUE
TRIB3,strict_only,Unclassified,1.3637925990218922,1.1585838880105743,1.6053479358673004,0.31026949435695284,0.0013641577058593,0.882590377877202,517,170,TRUE,0,NA,0.32380819991906856,8.255796651401589e-5,0.33289855369291566,3.126260977622602e-5,TRUE
NNT,strict_only,Metabolism,0.6889746324021001,0.5664862854230779,0.8379479897542298,-0.3725508266403266,0.0013641577058593,0.1294502211607407,517,170,TRUE,0,NA,-0.3692664869347257,1.803670825683019e-4,-0.5194885883891223,6.257093650476872e-8,TRUE
ASGR1,strict_only,Unclassified,1.3300383813184793,1.1446775190109313,1.5454152513703618,0.28520779995146944,0.00138639000521457,0.4992705482534826,517,170,TRUE,0,NA,0.2734989206328491,3.57131473184443e-5,0.34323071968516045,3.2540367538897754e-6,TRUE
CARD9,strict_only,Unclassified,1.3761631739055036,1.1632393919714084,1.628061338263395,0.3192993181675643,0.00139145787008243,0.9846820326876414,517,170,TRUE,0,NA,0.3422716469280258,5.320332983678526e-5,0.3789637226774089,7.935196990621045e-6,TRUE
TF,strict_only,Unclassified,1.2812562907827985,1.1244447701225138,1.4599362514635847,0.24784107377178513,0.00140099142276629,0.6396611816822527,517,170,TRUE,0,NA,0.25997162128550205,7.816675694392949e-5,0.24767479803075987,5.743663718224626e-5,TRUE
GDPD5,strict_only,Unclassified,1.3749021858922748,1.1623611542445047,1.62630694760272,0.3183825910552492,0.00142481462148627,0.3647756217032396,517,170,TRUE,0,NA,0.3341398671919304,7.751409114514132e-5,0.34195824543189324,1.698961544803928e-5,TRUE
NRP1,strict_only,Angiogenesis;Immune,0.7509270862732645,0.6456158170863655,0.8734164714917785,-0.28644672078194316,0.00142481462148627,0.6807265896373962,517,170,TRUE,0,NA,-0.25050847828111905,9.185369446029602e-4,-0.2611077679633537,2.7666699361661304e-4,TRUE
SUSD4,strict_only,Unclassified,1.3214950783316242,1.1406706342160815,1.530984659085988,0.2787637307507874,0.00142951135374551,0.525384453989939,517,170,TRUE,0,NA,0.2912555627458611,7.800657683354568e-5,0.28132683089253435,7.067781428298842e-5,TRUE
XAF1,strict_only,Immune,1.3477372672587116,1.1513135549076523,1.5776725061694197,0.2984270878991239,0.00142951135374551,0.25182850219375336,517,170,TRUE,0,NA,0.30560825099819716,1.4281916183375877e-4,0.32266426493751105,6.771078626066432e-5,TRUE
NLGN1,strict_only,Unclassified,0.7641950214886644,0.6628868538084417,0.8809859895589669,-0.2689322586612406,0.00146542026881121,0.993679909843206,517,170,TRUE,0,NA,-0.21294041300947825,0.00230845357895986,-0.20484531208220444,0.00422032583883853,TRUE
SPC24,strict_only,Unclassified,1.3154984688355087,1.1377934642520864,1.52095813157629,0.27421565755645255,0.00147896703860422,0.670059123253715,517,170,TRUE,0,NA,0.2960189260058824,4.543171111450602e-5,0.3426027401125278,4.917774867326017e-8,TRUE
HSPB8,strict_only,Metabolism,0.7779397013721878,0.6809100859695532,0.8887960267313617,-0.2511062624703847,0.00152286986880204,0.4112138799264691,517,170,TRUE,0,NA,-0.21814504511339072,0.00146306479296247,-0.1974132866594819,0.00455994394323636,TRUE
CDS1,strict_only,Unclassified,0.754466537907239,0.6495192484046185,0.8763708823408718,-0.28174435178126483,0.00155891619966998,0.5381706002080278,517,170,TRUE,0,NA,-0.3101352523556232,4.036768185515358e-5,-0.3650238193764729,6.283338189005964e-7,TRUE
ADORA2B,strict_only,Hypoxia;Immune;Metabolism,1.3198767736261283,1.1386152900482531,1.529994118982796,0.2775383789270486,0.00158384712547982,0.17259256875963713,517,170,TRUE,0,NA,0.3077756231251053,4.560668610784136e-5,0.2692183935206153,3.759186496758525e-4,TRUE
ESRRG,strict_only,Unclassified,0.7499849358635212,0.643336164962971,0.8743133600371821,-0.2877021581688026,0.00161762512811548,0.981155421559663,517,170,TRUE,0,NA,-0.32047684057288284,3.703103266776872e-5,-0.312319701564205,2.5082207003359913e-5,TRUE
NDUFS1,strict_only,Metabolism,0.72146467387601,0.6061936129471954,0.8586551631918272,-0.3264718640237044,0.00161762512811548,0.08443620673394704,517,170,TRUE,0,NA,-0.3333763022788786,1.5646865967092088e-4,-0.38429071805989234,3.532519143909655e-6,TRUE
PDCD6,strict_only,Unclassified,1.3173382258992743,1.137223972502505,1.525979088883149,0.27561320520297916,0.00162137969444735,0.01648977892524905,517,170,FALSE,0,NA,0.2547564004059887,5.047393104121752e-4,0.21156168413731785,0.00436050878570152,TRUE
CHN2,strict_only,Unclassified,1.2795149561894297,1.1215947501961296,1.4596702800420145,0.24648106563843183,0.00165547406405913,0.9495431714583004,517,170,TRUE,0,NA,0.2380827796441757,2.647629760697187e-4,0.1825594041769149,0.00519022434153982,TRUE
SCD5,strict_only,Unclassified,0.7163915109299289,0.599338188287606,0.8563058502892991,-0.3335284584890025,0.00167209374797025,0.7466876888515747,517,170,TRUE,0,NA,-0.3321822305577396,2.028489594377411e-4,-0.3201134062739503,3.090477124787553e-4,TRUE
RNASEH2A,strict_only,Unclassified,1.2602038730298963,1.1134717662117035,1.426272178416066,0.2312735118665138,0.00168517506378291,0.8680753358007409,517,170,TRUE,0,NA,0.2225791315973204,3.711099566890431e-4,0.2037208720881908,7.097555338087767e-4,TRUE
COL4A5,strict_only,Unclassified,1.396888626455721,1.1678186670142954,1.6708911150650965,0.33424735372933295,0.00170559873603734,0.9560639991472552,517,170,TRUE,0,NA,0.32473677892842273,2.856984578334451e-4,0.3693191565586264,1.7462854603942653e-5,TRUE
FER1L4,strict_only,Unclassified,1.3643522945254696,1.1546347198392848,1.6121611030681744,0.3106798065165113,0.00176355398703021,0.04625481692549534,517,170,FALSE,0,NA,0.3242906166751252,1.2678360982015422e-4,0.35404532695898083,3.513209192087749e-5,TRUE
SLC41A2,strict_only,Unclassified,0.7427415129942717,0.6329025598106934,0.8716427933077527,-0.2974071911681536,0.00180198595736322,0.6772374434142585,517,170,TRUE,0,NA,-0.2261423595609555,0.00351453065116731,-0.1803278798582574,0.03037938148176847,TRUE
PEBP1,strict_only,Unclassified,0.7592412815978575,0.65459499424461,0.8806167611281023,-0.27543565803579706,0.0018145667617103,0.1961046481753406,517,170,TRUE,0,NA,-0.3070625565258524,4.1712749714306624e-5,-0.2703426161477947,4.713833236375823e-4,TRUE
MARVELD3,strict_only,Unclassified,0.7638105961762288,0.6606385548880415,0.8830950336072289,-0.2694354313146683,0.00181814422007755,0.9353233963823072,517,170,TRUE,0,NA,-0.2934248487152526,7.218655229872585e-5,-0.2307505538367988,0.00116854404253957,TRUE
MTMR10,strict_only,Unclassified,0.7294879194033648,0.6154325021712445,0.864680728882561,-0.31541247126146854,0.00183607390598035,0.8393908473468971,517,170,TRUE,0,NA,-0.353464126788646,3.3579901851317385e-5,-0.3857733741977156,6.9975635301065705e-6,TRUE
AKR7A3,strict_only,Unclassified,0.7609416565069518,0.6565400676831824,0.8819449613347279,-0.27319859093604804,0.00187657265941737,0.33453096660330556,517,170,TRUE,0,NA,-0.284010573642259,1.4132200309809872e-4,-0.3118553294511033,1.6737199487298976e-5,TRUE
XYLB,strict_only,Unclassified,0.7320068631663487,0.6185036741498557,0.8663393123074828,-0.31196538915446675,0.00187657265941737,0.4805451246472755,517,170,TRUE,0,NA,-0.2878953787172527,4.636320752834266e-4,-0.3476241856630299,1.1652798710995217e-5,TRUE
FMO4,strict_only,Unclassified,0.7483360902358118,0.6397894794504329,0.8752987067409369,-0.289903083423914,0.0018917854598763,0.45410410269001344,517,170,TRUE,0,NA,-0.3031588994346847,1.5160426695664026e-4,-0.26206223987198185,6.686025541313099e-4,TRUE
MS4A14,strict_only,Unclassified,1.343017312145825,1.1447534523250416,1.5756191842531833,0.29491880811015775,0.00193230087156204,0.3335191488987924,517,170,TRUE,0,NA,0.30496386922116797,1.5035112536758164e-4,0.3361236001899978,3.9549067524456774e-5,TRUE
ARHGEF10,strict_only,Unclassified,1.3182437650681131,1.134535304278741,1.5316990291859685,0.2763003697135689,0.00199957856947435,0.19539700346890268,517,170,TRUE,0,NA,0.26891455134185444,3.901281954080511e-4,0.2548999295206669,5.652324388770755e-4,TRUE
ETS1,strict_only,Hypoxia;Immune,0.7507795210398722,0.6423550744143718,0.8775051551149522,-0.28664325082735764,0.00204131870646597,0.8646941188536217,517,170,TRUE,0,NA,-0.2759257616746307,2.8411633892896806e-4,-0.27717219201316584,2.239663246985388e-4,TRUE
TWIST1,strict_only,Unclassified,1.3011457912016948,1.1268279003018475,1.5024302908264688,0.2632452541295688,0.0021416347631904,0.6847924498390436,517,170,TRUE,0,NA,0.2748623291502355,1.5177051896682437e-4,0.3477282460101065,1.6594536049310728e-6,TRUE
ANKDD1A,strict_only,Unclassified,1.3194833355627873,1.1338315771777805,1.5355334141967645,0.2772402475239972,0.00216334954718803,0.07968468415621052,517,170,TRUE,0,NA,0.28506295021612027,2.4757713336958287e-4,0.3196613835209529,3.393888008280372e-5,TRUE
ABCG1,strict_only,Unclassified,0.7789147607260818,0.6793532295908512,0.8930673735699567,-0.24985366050260693,0.002181056521856,0.35910336608478516,517,170,TRUE,0,NA,-0.2706367569052215,9.747160043487932e-5,-0.2497537249680174,9.847740143605508e-5,TRUE
ALDOB,strict_only,Hypoxia;Metabolism,0.7400385996551923,0.6275680900694066,0.872665671893944,-0.3010529324480899,0.00218872171368354,0.8967780812061837,517,170,TRUE,0,NA,-0.3144690702541219,1.3707756483115972e-4,-0.3804257284492581,4.9803457064982205e-6,TRUE
PTTG1,strict_only,Unclassified,1.325055425287292,1.1356144648343225,1.5460985523281794,0.2814542889688219,0.00221617907763867,0.7256505868741469,517,170,TRUE,0,NA,0.3123244844712385,4.9073462570535155e-5,0.4004019302182832,2.9083454374971032e-8,TRUE
IGDCC4,strict_only,Unclassified,1.3096863658183862,1.12922728767224,1.5189841722178024,0.26978769314280465,0.00228402573123765,0.11171217319288404,517,170,TRUE,0,NA,0.3058776384241516,4.1091377136869026e-5,0.3231153975467788,7.805963273452866e-6,TRUE
ABLIM1,strict_only,Unclassified,0.7726414451038862,0.6701756679055457,0.8907736154580279,-0.2579401865129744,0.00239381853778614,0.8779727261186582,517,170,TRUE,0,NA,-0.1916636506224065,0.00282058236033785,-0.2987039537970503,1.0196312846133207e-5,TRUE
FDX1,strict_only,Immune;Metabolism,0.7402411451140314,0.62700560689385,0.8739267191473454,-0.30077927409287836,0.00241194882238573,0.7513319931032628,517,170,TRUE,0,NA,-0.31923646672120454,1.5143633882046302e-4,-0.28402433900688306,4.716410543843649e-4,TRUE
PTGER3,strict_only,Metabolism,0.7551201350958741,0.6465593777930322,0.8819088207699586,-0.280878423058967,0.00243987191322936,0.2702009965994343,517,170,TRUE,0,NA,-0.3222375384347453,2.416607069143497e-5,-0.19928187083050716,0.01050702323454772,TRUE
HMGCR,strict_only,Unclassified,0.7407434018237263,0.6275047598140364,0.8744169327225441,-0.3001009999947604,0.00244894069558409,0.0528009455918414,517,170,TRUE,0,NA,-0.3240186727478647,1.118670583504804e-4,-0.34857126392564947,3.07171932992502e-5,TRUE
LCN2,strict_only,Unclassified,1.283439233694858,1.1178242683158977,1.4735914340712273,0.24954337598924176,0.00248907765267925,0.35427649251766297,517,170,TRUE,0,NA,0.24144687281954544,6.070392283928624e-4,0.2015767753370005,0.00243391203647549,TRUE
SLC25A30,strict_only,Unclassified,0.7519708754566498,0.6421324661723814,0.8805974270474616,-0.2850576852282461,0.00250165081069422,0.41243713766576695,517,170,TRUE,0,NA,-0.2999602420066526,1.890699476032488e-4,-0.3035939642082961,8.048687958825348e-5,TRUE
GALNT14,strict_only,Unclassified,0.7877438271354462,0.6901863152310093,0.8990910475851748,-0.23858233444597732,0.00251033825066123,0.3189129318304946,517,170,TRUE,0,NA,-0.20556086240653249,0.00200448077232962,-0.1885013524098584,0.00227810202420137,TRUE
DTX1,strict_only,Unclassified,1.3235450674674,1.1326374251603235,1.5466304632917487,0.280313793837346,0.00259942976194542,0.7970216942228516,517,170,TRUE,0,NA,0.29617851021662955,1.5958364499098204e-4,0.2582552702320051,6.311914434174926e-4,TRUE
PROX1,strict_only,Unclassified,1.2967978052022948,1.1223867591465502,1.4983111069986448,0.25989799896588506,0.00259946664524256,0.4572309543812329,517,170,TRUE,0,NA,0.26563311063601047,2.782414939453435e-4,0.2774175059042835,4.44687095151811e-5,TRUE
STRA6,strict_only,Unclassified,1.2674335214815666,1.1108863688806492,1.446041446159604,0.23699400657247555,0.00262255776603758,0.8333020566284236,517,170,TRUE,0,NA,0.2635439180378707,8.161058978535559e-5,0.2944192931899038,7.1437234263278585e-6,TRUE
IGF2BP2,strict_only,Unclassified,1.3009694427117937,1.123849189804768,1.5060041028848854,0.2631097117155568,0.00262255776603758,0.7897029592838224,517,170,TRUE,0,NA,0.2865445433118744,8.676337161591837e-5,0.36078467521790575,5.18673830159708e-7,TRUE
FUT3,strict_only,Unclassified,0.7370510823319294,0.6218910032543284,0.8735361906248762,-0.3050980780251979,0.00264815325850451,0.7302300927535452,517,170,TRUE,0,NA,-0.315576636983746,2.1838493643767075e-4,-0.323657176323854,9.28077255251168e-5,TRUE
EZH2,strict_only,Unclassified,1.3170192924182311,1.1296448901366312,1.5354735207026209,0.2753710714148475,0.00267284936541797,0.7404446915167282,517,170,TRUE,0,NA,0.30376286651572093,8.585665719118072e-5,0.37947136728028685,9.858579029116109e-7,TRUE
BEST1,strict_only,Immune,1.3145071629969955,1.1283009192292253,1.531443475868838,0.2734618143909021,0.00274895050314142,0.09004956649605038,517,170,TRUE,0,NA,0.280205670694206,3.411865252945701e-4,0.28280277825688394,1.9566144885334953e-4,TRUE
SPTBN2,strict_only,Unclassified,1.3089855423721115,1.1257718933923138,1.5220162807369926,0.26925244207846605,0.00281188352873887,0.16107711839452837,517,170,TRUE,0,NA,0.2508383401822414,6.762944903024132e-4,0.26182921432031014,3.6554376223681064e-4,TRUE
SLC17A1,strict_only,Unclassified,0.7647760494291779,0.6581571303460949,0.8886668225761488,-0.26817223385824235,0.00281188352873887,0.8031487067131883,517,170,TRUE,0,NA,-0.25289744762377386,6.04618377430871e-4,-0.2875948445489515,1.308885828316407e-4,TRUE
HLA-DRA,strict_only,Immune,0.7791132046755537,0.6774005598215643,0.8960981459178408,-0.24959892316161983,0.00282761109933517,0.9097669998995296,517,170,TRUE,0,NA,-0.21694670226038845,0.00256449254745282,-0.19838009733461287,0.00387453470237021,TRUE
PSAT1,strict_only,Unclassified,1.333512300659306,1.134293872477114,1.5677198820851022,0.2878162889388247,0.00293196536911871,0.4154879790051581,517,170,TRUE,0,NA,0.30812271508198896,1.085884356742802e-4,0.32029380645485234,9.85038333761564e-5,TRUE
KIF20A,strict_only,Metabolism,1.3401137161063217,1.136395246189553,1.5803522393446676,0.2927544731280909,0.00299950132565046,0.5803941535904713,517,170,TRUE,0,NA,0.3274395919915367,7.116126422253166e-5,0.4531442211921362,9.250703022230692e-9,TRUE
PRODH2,strict_only,Unclassified,0.7596270897776206,0.6505717492812808,0.8869633766936468,-0.274927637465573,0.00301866364756592,0.7674177507518369,517,170,TRUE,0,NA,-0.274979988915197,3.122482063699589e-4,-0.2326274564624252,0.00174065091583634,TRUE
AUH,strict_only,Metabolism,0.7413091587479582,0.6261817029835937,0.8776035234264961,-0.2993375224140528,0.00301866364756592,0.216466613538783,517,170,TRUE,0,NA,-0.3464209213309188,4.165175420341148e-5,-0.3815336468709295,4.184614591561758e-6,TRUE
CDCA8,strict_only,Unclassified,1.306356323830456,1.1236713992813805,1.5187419079129538,0.2672418296523321,0.00301866364756592,0.8500415018097198,517,170,TRUE,0,NA,0.29938758786809383,7.620736815573028e-5,0.379434440523596,5.20090432834052e-8,TRUE
TRIP13,strict_only,Unclassified,1.342586772359187,1.1371346098851498,1.585159070565899,0.29459818021655987,0.00301866364756592,0.7929856061917586,517,170,TRUE,0,NA,0.3448784069526791,3.385171992355189e-5,0.4037331460675798,1.006843172658538e-7,TRUE
KLHL8,strict_only,Unclassified,0.7594970254122301,0.6502809353284568,0.887056194133488,-0.27509887346190515,0.00304904634870763,0.9639989725171608,517,170,TRUE,0,NA,-0.2891144466817357,2.5000329499694e-4,-0.32789033487088076,5.2588981117473565e-5,TRUE
CEP55,strict_only,Unclassified,1.3396621112265583,1.135640355806153,1.5803370874241307,0.29241742636512486,0.00309045994718854,0.535271823788812,517,170,TRUE,0,NA,0.3404394941809542,3.5835213304542843e-5,0.4373982388289396,1.3664882748974637e-8,TRUE
COL5A1,strict_only,ECM/EMT;Hypoxia;Metabolism,1.3157332970078466,1.1266496185318455,1.5365505658369918,0.27439415051629723,0.00311296152073116,0.41599360886620435,517,170,TRUE,0,NA,0.29933764427273946,1.3150789777075723e-4,0.367884134359129,3.5239036288452e-6,TRUE
ZHX3,strict_only,Unclassified,0.7589954106448268,0.6492554919892932,0.8872840360808364,-0.2757595481860437,0.00317260945844969,0.4634194057394008,517,170,TRUE,0,NA,-0.273038349138875,6.719649451498487e-4,-0.30852393198099176,6.88706659317516e-5,TRUE
SPOCK2,strict_only,Immune,0.7556777031227115,0.6447529091763087,0.8856862572769916,-0.2801403123229749,0.00318643970801429,0.9778933725870196,517,170,TRUE,0,NA,-0.26822199274983366,5.627309960930931e-4,-0.1942191845462342,0.01586987314013615,TRUE
ESM1,strict_only,Unclassified,0.7624729316787562,0.6537792343847455,0.8892374382155234,-0.27118827056838707,0.00319095358698151,0.6325744413484103,517,170,TRUE,0,NA,-0.27514978745246105,4.381382223380359e-4,-0.27144839827645645,1.6691492086295002e-4,TRUE
B4GALNT1,strict_only,Unclassified,1.283248020616129,1.113794008152271,1.47848297832653,0.2493943799798827,0.00323906147483128,0.8222698773521885,517,170,TRUE,0,NA,0.25474087179857235,3.735548706193305e-4,0.23702734231350048,6.61815261093799e-4,TRUE
TPX2,strict_only,Unclassified,1.3366090218530378,1.1335312313697543,1.5760692143789516,0.29013582592469184,0.00324353687308299,0.7060694633316289,517,170,TRUE,0,NA,0.32801938365276173,6.165721015325792e-5,0.42049770967856087,4.996363561426063e-8,TRUE
