ID,Description,term_size,overlap,gene_ratio,background_ratio,pvalue,p.adjust,genes
GO:0021762,substantia nigra development,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,3939;57447;64770
GO:0030177,positive regulation of Wnt signaling pathway,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,1454;245973;54972
GO:0032502,developmental process,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,10891;7291;83483
GO:0050679,positive regulation of epithelial cell proliferation,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,1956;5314;7039
GO:0086091,regulation of heart rate by cardiac conduction,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,3728;6330;81033
GO:0120009,intermembrane lipid transfer,42,3,0.0025210084033613447,0.001774622892635315,0.3543008498170678,0.6659764770863652,153768;388323;55187
GO:0008286,insulin receptor signaling pathway,60,4,0.0033613445378151263,0.0025351755609075927,0.3565845705925771,0.6696246791993299,2887;3643;6464;8412
GO:0008360,regulation of cell shape,115,7,0.0058823529411764705,0.004859086491739553,0.3577241645289823,0.6711193980068227,3791;5028;57471;57619;6356;752;79784
GO:0002092,positive regulation of receptor internalization,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,3643;57817
GO:0010592,positive regulation of lamellipodium assembly,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,100506658;6624
GO:0042026,protein refolding,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,3310;3316
GO:0045921,positive regulation of exocytosis,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,201294;93664
GO:0051928,positive regulation of calcium ion transport,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,11027;815
GO:1901379,regulation of potassium ion transmembrane transport,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,1804;7881
GO:2000042,negative regulation of double-strand break repair via homologous recombination,25,2,0.0016806722689075631,0.0010563231503781638,0.36025368332216345,0.6713506140536118,10721;5347
GO:0003151,outflow tract morphogenesis,43,3,0.0025210084033613447,0.0018168758186504416,0.3682139705370179,0.6740067895909796,3611;7049;9241
GO:0007224,smoothened signaling pathway,43,3,0.0025210084033613447,0.0018168758186504416,0.3682139705370179,0.6740067895909796,2121;85455;9241
GO:0045595,regulation of cell differentiation,43,3,0.0025210084033613447,0.0018168758186504416,0.3682139705370179,0.6740067895909796,1051;7020;9806
GO:0045596,negative regulation of cell differentiation,43,3,0.0025210084033613447,0.0018168758186504416,0.3682139705370179,0.6740067895909796,605;7291;9241
GO:0006270,DNA replication initiation,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,29935;55388
GO:0006637,acyl-CoA metabolic process,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,10249;6296
GO:0006783,heme biosynthetic process,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,210;2235
GO:0007288,sperm axoneme assembly,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,57639;84217
GO:0019433,triglyceride catabolic process,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,119548;2171
GO:0031214,biomineral tissue development,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,10117;256764
GO:0034612,response to tumor necrosis factor,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,3899;8877
GO:0045907,positive regulation of vasoconstriction,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,146;553
GO:0051881,regulation of mitochondrial membrane potential,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,5831;83959
GO:0060155,platelet dense granule organization,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,201294;9002
GO:0061564,axon development,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,23162;3897
GO:0140467,integrated stress response signaling,26,2,0.0016806722689075631,0.0010985760763932903,0.37858936007823196,0.6740067895909796,1051;55509
GO:0009952,anterior/posterior pattern specification,44,3,0.0025210084033613447,0.0018591287446655682,0.3820726071163143,0.6740067895909796,3215;3219;84667
GO:0030593,neutrophil chemotaxis,44,3,0.0025210084033613447,0.0018591287446655682,0.3820726071163143,0.6740067895909796,56477;6288;6374
GO:0034605,cellular response to heat,44,3,0.0025210084033613447,0.0018591287446655682,0.3820726071163143,0.6740067895909796,10016;3162;3310
GO:0031398,positive regulation of protein ubiquitination,63,4,0.0033613445378151263,0.0026619343389529724,0.39124928429392314,0.6740067895909796,11170;120892;57761;8877
GO:0098869,cellular oxidant detoxification,63,4,0.0033613445378151263,0.0026619343389529724,0.39124928429392314,0.6740067895909796,23530;2878;55937;5743
GO:0006006,glucose metabolic process,45,3,0.0025210084033613447,0.0019013816706806947,0.39586165480883395,0.6740067895909796,130589;3101;5105
GO:0015914,phospholipid transport,45,3,0.0025210084033613447,0.0019013816706806947,0.39586165480883395,0.6740067895909796,1071;153768;23250
GO:0030148,sphingolipid biosynthetic process,45,3,0.0025210084033613447,0.0019013816706806947,0.39586165480883395,0.6740067895909796,54898;5587;8877
GO:0043087,regulation of GTPase activity,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,10928;150696
GO:0051259,protein complex oligomerization,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,641;7439
GO:0071168,protein localization to chromatin,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,29128;5347
GO:1902894,negative regulation of miRNA transcription,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,5465;7291
GO:1990000,amyloid fibril formation,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,567;948
GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,27,2,0.0016806722689075631,0.0011408290024084169,0.39670020937446193,0.6740067895909796,2138;2140
GO:0009615,response to virus,101,6,0.005042016806722689,0.004267545527527781,0.39812096380089834,0.6740067895909796,10561;3373;55509;6356;6367;9636
GO:0001782,B cell homeostasis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,202309
GO:0001946,lymphangiogenesis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5629
GO:0001952,regulation of cell-matrix adhesion,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5314
GO:0001963,"synaptic transmission, dopaminergic",10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1393
GO:0002115,store-operated calcium entry,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,6345
GO:0003140,determination of left/right asymmetry in lateral mesoderm,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,199699
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,26256
GO:0005979,regulation of glycogen biosynthetic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3643
GO:0006473,protein acetylation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,8877
GO:0006518,peptide metabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,4311
GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,133022
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,29082
GO:0006690,icosanoid metabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1573
GO:0007084,mitotic nuclear membrane reassembly,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,80346
GO:0007175,negative regulation of epidermal growth factor-activated receptor activity,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9052
GO:0008406,gonad development,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,268
GO:0010837,regulation of keratinocyte proliferation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5587
GO:0010954,positive regulation of protein processing,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,101
GO:0015820,L-leucine transport,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,8501
GO:0016446,somatic hypermutation of immunoglobulin genes,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,10721
GO:0017004,cytochrome complex assembly,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9997
GO:0019371,cyclooxygenase pathway,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5743
GO:0022010,central nervous system myelination,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,8506
GO:0031509,subtelomeric heterochromatin formation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,2146
GO:0032958,inositol phosphate biosynthetic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3706
GO:0034121,regulation of toll-like receptor signaling pathway,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,948
GO:0034340,response to type I interferon,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9636
GO:0035115,embryonic forelimb morphogenesis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,7020
GO:0035360,positive regulation of peroxisome proliferator activated receptor signaling pathway,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,2171
GO:0035456,response to interferon-beta,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,54739
GO:0035723,interleukin-15-mediated signaling pathway,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3718
GO:0035767,endothelial cell chemotaxis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,8829
GO:0035865,cellular response to potassium ion,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1393
GO:0036010,protein localization to endosome,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,92241
GO:0038083,peptidyl-tyrosine autophosphorylation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,4914
GO:0042982,amyloid precursor protein metabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,43
GO:0043011,myeloid dendritic cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,55509
GO:0043086,negative regulation of catalytic activity,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,7076
GO:0043330,response to exogenous dsRNA,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,7098
GO:0043589,skin morphogenesis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1277
GO:0044320,cellular response to leptin stimulus,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,890
GO:0045056,transcytosis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,177
GO:0045176,apical protein localization,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,57619
GO:0045475,locomotor rhythm,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9099
GO:0045540,regulation of cholesterol biosynthetic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,343
GO:0045580,regulation of T cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,729230
GO:0045657,positive regulation of monocyte differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1435
GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,4914
GO:0051145,smooth muscle cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,255743
GO:0051156,glucose 6-phosphate metabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3101
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9735
GO:0060218,hematopoietic stem cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,55716
GO:0060317,cardiac epithelial to mesenchymal transition,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,7049
GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3718
GO:0061053,somite development,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,84695
GO:0061795,Golgi lumen acidification,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,523
GO:0070665,positive regulation of leukocyte proliferation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,3559
GO:0070723,response to cholesterol,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1582
GO:0071372,cellular response to follicle-stimulating hormone stimulus,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1906
GO:0071476,cellular hypotonic response,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,83959
GO:0071514,genomic imprinting,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,29947
GO:0090150,establishment of protein localization to membrane,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,637
GO:0098883,synapse pruning,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1524
GO:0098976,excitatory chemical synaptic transmission,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,91851
GO:0120186,negative regulation of protein localization to chromatin,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,9212
GO:0140115,export across plasma membrane,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5243
GO:1901799,negative regulation of proteasomal protein catabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,210
GO:1901990,regulation of mitotic cell cycle phase transition,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5347
GO:1902036,regulation of hematopoietic stem cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5008
GO:1902993,positive regulation of amyloid precursor protein catabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,177
GO:1904044,response to aldosterone,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,64170
GO:1905146,lysosomal protein catabolic process,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,1512
GO:1990314,cellular response to insulin-like growth factor stimulus,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,890
GO:1990859,cellular response to endothelin,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,5587
GO:2000369,regulation of clathrin-dependent endocytosis,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,6457
GO:2000738,positive regulation of stem cell differentiation,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,2494
GO:2001233,regulation of apoptotic signaling pathway,10,1,8.403361344537816e-4,4.225292601512655e-4,0.4030916999891133,0.6740067895909796,637
GO:0009306,protein secretion,46,3,0.0025210084033613447,0.001943634596695821,0.40956692937961825,0.6740067895909796,379;55240;57333
GO:0001933,negative regulation of protein phosphorylation,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,199731;5783
GO:0002224,toll-like receptor signaling pathway,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,64922;7098
GO:0007616,long-term memory,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,10636;3934
GO:0008089,anterograde axonal transport,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,24137;9001
GO:0010564,regulation of cell cycle process,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,5347;899
GO:0015012,heparan sulfate proteoglycan biosynthetic process,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,8509;90161
GO:0019233,sensory perception of pain,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,4311;729230
GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,2805;7049
GO:0035987,endodermal cell differentiation,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1295;1301
GO:0042178,xenobiotic catabolic process,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1576;8856
GO:0042476,odontogenesis,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,360;8313
GO:0043588,skin development,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1289;50509
GO:0045665,negative regulation of neuron differentiation,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1840;655
GO:0045773,positive regulation of axon extension,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,3728;3897
GO:0046326,positive regulation of D-glucose import across plasma membrane,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,100506658;3643
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,187;9002
GO:0055074,calcium ion homeostasis,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1594;6546
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,1951;7477
GO:1902017,regulation of cilium assembly,28,2,0.0016806722689075631,0.0011830819284235432,0.4145624853193598,0.6740067895909796,23345;8814
GO:0030307,positive regulation of cell growth,84,5,0.004201680672268907,0.00354924578527063,0.41591397925189777,0.6740067895909796,1956;3373;7349;80736;8877
GO:0042149,cellular response to glucose starvation,47,3,0.0025210084033613447,0.001985887522710948,0.42317514969124825,0.6740067895909796,123;440;80315
GO:0030163,protein catabolic process,85,5,0.004201680672268907,0.0035914987112857567,0.42593426239550547,0.6740067895909796,11200;1512;26249;4311;7345
GO:0005977,glycogen metabolic process,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,5502;7957
GO:0008015,blood circulation,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,3363;719
GO:0008016,regulation of heart contraction,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,1573;7139
GO:0008210,estrogen metabolic process,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,1576;54578
GO:0031032,actomyosin structure organization,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,54566;79784
GO:0035567,non-canonical Wnt signaling pathway,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,1454;8321
GO:1900017,positive regulation of cytokine production involved in inflammatory response,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,64170;7098
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,5587;948
GO:1905606,regulation of presynapse assembly,29,2,0.0016806722689075631,0.0012253348544386698,0.43215539409172643,0.6740067895909796,8321;84628
GO:0000027,ribosomal large subunit assembly,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,4839
GO:0000050,urea cycle,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,79814
GO:0000470,maturation of LSU-rRNA,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,4839
GO:0000729,DNA double-strand break processing,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,641
GO:0001504,neurotransmitter uptake,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,6531
GO:0001958,endochondral ossification,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,1749
GO:0002446,neutrophil mediated immunity,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,64170
GO:0003084,positive regulation of systemic arterial blood pressure,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,10874
GO:0003254,regulation of membrane depolarization,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,567
GO:0006264,mitochondrial DNA replication,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,11232
GO:0006739,NADP+ metabolic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,5091
GO:0006751,glutathione catabolic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,79094
GO:0007597,"blood coagulation, intrinsic pathway",11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,2157
GO:0009303,rRNA transcription,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,283
GO:0010458,exit from mitosis,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,11065
GO:0010646,regulation of cell communication,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,5008
GO:0010917,negative regulation of mitochondrial membrane potential,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,664
GO:0015867,ATP transport,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,63910
GO:0016051,carbohydrate biosynthetic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,83539
GO:0016070,RNA metabolic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,10535
GO:0016242,negative regulation of macroautophagy,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,120892
GO:0016554,cytidine to uridine editing,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,54502
GO:0030318,melanocyte differentiation,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,7306
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,29082
GO:0034165,positive regulation of toll-like receptor 9 signaling pathway,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,1956
GO:0034454,microtubule anchoring at centrosome,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,22981
GO:0034755,iron ion transmembrane transport,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,6556
GO:0035036,sperm-egg recognition,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,284359
GO:0035729,cellular response to hepatocyte growth factor stimulus,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,8829
GO:0035904,aorta development,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,187
GO:0042438,melanin biosynthetic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,7306
GO:0043117,positive regulation of vascular permeability,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,7349
GO:0043392,negative regulation of DNA binding,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,387082
GO:0043405,regulation of MAP kinase activity,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,57761
GO:0043407,negative regulation of MAP kinase activity,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,10636
GO:0044029,positive regulation of gene expression via chromosomal CpG island demethylation,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,200424
GO:0046325,negative regulation of D-glucose import across plasma membrane,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,2887
GO:0046479,glycosphingolipid catabolic process,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,2760
GO:0048265,response to pain,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,7349
GO:0048485,sympathetic nervous system development,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,4914
GO:0048745,smooth muscle tissue development,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,64220
GO:0050848,regulation of calcium-mediated signaling,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,9104
GO:0051469,vesicle fusion with vacuole,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,29082
GO:0051646,mitochondrion localization,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,120892
GO:0055001,muscle cell development,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,88
GO:0055008,cardiac muscle tissue morphogenesis,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,7273
GO:0060135,maternal process involved in female pregnancy,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,84868
GO:0060402,calcium ion transport into cytosol,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,6546
GO:0061052,negative regulation of cell growth involved in cardiac muscle cell development,11,1,8.403361344537816e-4,4.6478218616639205e-4,0.4331175222410033,0.6740067895909796,5465
