ID,Description,term_size,overlap,gene_ratio,background_ratio,pvalue,p.adjust,genes
GO:0043547,positive regulation of GTPase activity,60,7,0.0058823529411764705,0.0025351755609075927,0.030302318875189464,0.169411156583805,10928;2146;23616;4914;55616;81704;8412
GO:0002026,regulation of the force of heart contraction,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,1113;4634;6546
GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,3133;563;80328
GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,3133;563;80328
GO:0006636,unsaturated fatty acid biosynthetic process,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,3995;54898;79966
GO:0007019,microtubule depolymerization,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,11004;146909;81930
GO:0007250,activation of NF-kappaB-inducing kinase activity,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,7098;79092;8795
GO:0009247,glycolipid biosynthetic process,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,26301;7368;9514
GO:0019725,cellular homeostasis,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,116085;26154;729230
GO:0030162,regulation of proteolysis,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,120892;22836;5329
GO:0032725,positive regulation of granulocyte macrophage colony-stimulating factor production,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,11027;5047;64170
GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,11001;30;54677
GO:0034383,low-density lipoprotein particle clearance,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,3162;3988;948
GO:0043068,positive regulation of programmed cell death,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,120892;4914;664
GO:0045820,negative regulation of glycolytic process,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,2203;5207;5465
GO:0046655,folic acid metabolic process,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,10797;160428;6470
GO:0048844,artery morphogenesis,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,27329;64220;8829
GO:0050873,brown fat cell differentiation,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,1051;10891;5743
GO:0055013,cardiac muscle cell development,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,6546;7273;88
GO:0055093,response to hyperoxia,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,1277;664;847
GO:0141163,positive regulation of cAMP/PKA signal transduction,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,7273;7349;7432
GO:0160049,negative regulation of cGAS/STING signaling pathway,14,3,0.0025210084033613447,5.915409642117716e-4,0.030447166390637766,0.169411156583805,10924;5169;9212
GO:0019221,cytokine-mediated signaling pathway,131,12,0.010084033613445379,0.005535133307981578,0.032523393332962176,0.18044939539566798,10913;11025;1524;23547;3566;3588;3718;53832;53833;60401;729230;960
GO:0006520,amino acid metabolic process,36,5,0.004201680672268907,0.0015211053365445557,0.032926936752257406,0.18165623581118281,1644;2805;5184;670;95
GO:2000300,regulation of synaptic vesicle exocytosis,36,5,0.004201680672268907,0.0015211053365445557,0.032926936752257406,0.18165623581118281,120892;5028;6857;785;9498
GO:0001678,intracellular glucose homeostasis,25,4,0.0033613445378151263,0.0010563231503781638,0.034616566596825944,0.18884400716089683,10891;2646;3101;3171
GO:0003091,renal water homeostasis,25,4,0.0033613445378151263,0.0010563231503781638,0.034616566596825944,0.18884400716089683,108;1579;360;361
GO:0006790,sulfur compound metabolic process,25,4,0.0033613445378151263,0.0010563231503781638,0.034616566596825944,0.18884400716089683,27233;4166;6820;83539
GO:0032740,positive regulation of interleukin-17 production,25,4,0.0033613445378151263,0.0010563231503781638,0.034616566596825944,0.18884400716089683,10865;5008;64170;8877
GO:0006874,intracellular calcium ion homeostasis,89,9,0.007563025210084034,0.003760510415346263,0.034760573040434097,0.18910139038431137,1003;1906;481;5314;6356;6546;729230;9104;9914
GO:0002931,response to ischemia,49,6,0.005042016806722689,0.002070393374741201,0.03531503167290788,0.19158404682552524,1435;1524;4602;80315;815;8864
GO:0030183,B cell differentiation,62,7,0.0058823529411764705,0.002619681412937846,0.03543382385211924,0.19169600549359797,2146;2323;23397;343;3589;3718;7412
GO:0032526,response to retinoic acid,37,5,0.004201680672268907,0.0015633582625596823,0.03655103995616926,0.1925146535982486,1512;1592;3485;360;4232
GO:0001944,vasculature development,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,187;201294;3791
GO:0003281,ventricular septum development,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,199699;64220;9782
GO:0019395,fatty acid oxidation,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,10891;51179;54363
GO:0023051,regulation of signaling,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,2796;4008;5008
GO:0036197,zymosterol biosynthetic process,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,2222;3156;3422
GO:0042310,vasoconstriction,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,1401;1906;3363
GO:0043114,regulation of vascular permeability,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,1003;7010;83483
GO:0046486,glycerolipid metabolic process,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,1606;1607;9514
GO:0050982,detection of mechanical stimulus,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,114780;3728;5175
GO:1900029,positive regulation of ruffle assembly,15,3,0.0025210084033613447,6.337938902268982e-4,0.03666945782823783,0.1925146535982486,22871;23242;64805
GO:0050727,regulation of inflammatory response,90,9,0.007563025210084034,0.0038027633413613895,0.036971315362432346,0.1935790319110734,177;204801;22861;22904;5743;64922;729230;81030;837
GO:0006979,response to oxidative stress,149,13,0.010924369747899159,0.006295685976253855,0.03771820167840533,0.1969616253420471,10636;120892;135112;210;2878;3162;3934;4482;4521;54363;5743;7349;847
GO:0006699,bile acid biosynthetic process,26,4,0.0033613445378151263,0.0010985760763932903,0.0393344277269423,0.2028662385381374,11001;114880;1582;5825
GO:0042908,xenobiotic transport,26,4,0.0033613445378151263,0.0010985760763932903,0.0393344277269423,0.2028662385381374,29015;8856;9356;9376
GO:0048010,vascular endothelial growth factor receptor signaling pathway,26,4,0.0033613445378151263,0.0010985760763932903,0.0393344277269423,0.2028662385381374,2321;3791;5587;8829
GO:0048545,response to steroid hormone,26,4,0.0033613445378151263,0.0010985760763932903,0.0393344277269423,0.2028662385381374,1277;3485;595;8313
GO:0006887,exocytosis,120,11,0.009243697478991597,0.005070351121815185,0.03936830742752385,0.2028662385381374,10815;201294;3745;376267;57111;5865;7127;84958;9001;9066;93664
GO:0014823,response to activity,38,5,0.004201680672268907,0.0016056111885748088,0.040410657118785644,0.20714439200259413,1906;210;3033;847;9365
GO:0032465,regulation of cytokinesis,38,5,0.004201680672268907,0.0016056111885748088,0.040410657118785644,0.20714439200259413,10112;5347;90293;9055;9212
GO:0030036,actin cytoskeleton organization,213,17,0.014285714285714285,0.008999873241221954,0.04095696449609052,0.20939516141587639,1730;221981;23092;2919;342527;51225;51332;6624;6712;752;79778;83660;83872;88;9260;9639;9744
GO:0006281,DNA repair,427,30,0.025210084033613446,0.018041999408459037,0.041397627635543395,0.21109547460108682,10635;10721;11200;125476;1454;146956;1663;177;2138;2140;2175;2189;2305;25788;283899;29128;29935;4521;5427;54821;55247;56154;6241;641;7832;80119;83444;9156;9232;9557
GO:0001574,ganglioside biosynthetic process,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,256435;2583;7903
GO:0010288,response to lead ion,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,210;6569;847
GO:0032482,Rab protein signal transduction,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,376267;79778;9363
GO:0042832,defense response to protozoan,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,115361;283234;6556
GO:0043029,T cell homeostasis,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,3718;8740;9447
GO:0060037,pharyngeal system development,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,51804;6495;655
GO:0060382,regulation of DNA strand elongation,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,125476;283899;83444
GO:0060627,regulation of vesicle-mediated transport,16,3,0.0025210084033613447,6.760468162420247e-4,0.04348871089899871,0.21722110584589382,120892;57111;8829
GO:0001558,regulation of cell growth,65,7,0.0058823529411764705,0.0027464401909832255,0.04415569821333528,0.21998999645572398,10071;10718;11170;2053;6098;634;9928
GO:0003333,amino acid transmembrane transport,27,4,0.0033613445378151263,0.0011408290024084169,0.04440010924117951,0.22006114419713624,10991;11136;23657;57709
GO:0021766,hippocampus development,39,5,0.004201680672268907,0.0016478641145899354,0.04450801431534502,0.22006114419713624,2044;2146;4192;55558;9928
GO:0030501,positive regulation of bone mineralization,39,5,0.004201680672268907,0.0016478641145899354,0.04450801431534502,0.22006114419713624,6546;655;7020;9365;9636
GO:0032760,positive regulation of tumor necrosis factor production,108,10,0.008403361344537815,0.0045633160096336675,0.0453422847545654,0.22262125359654786,10865;11027;120892;177;3133;5004;7098;7291;729230;84868
GO:0002682,regulation of immune system process,52,6,0.005042016806722689,0.0021971521527865807,0.045367772110305196,0.22262125359654786,27033;3559;5004;634;727;9636
GO:0071347,cellular response to interleukin-1,52,6,0.005042016806722689,0.0021971521527865807,0.045367772110305196,0.22262125359654786,1051;1906;3373;3934;5600;91807
GO:0071805,potassium ion transmembrane transport,139,12,0.010084033613445379,0.0058731567161025905,0.04775696896781889,0.2332624614127642,126755;219527;23416;3745;3756;3773;3783;476;54207;57582;7881;81033
GO:0000165,MAPK cascade,109,10,0.008403361344537815,0.004605568935648794,0.04777520971075559,0.2332624614127642,120892;1906;1956;23162;25780;389840;4293;5600;7098;83483
GO:0010212,response to ionizing radiation,40,5,0.004201680672268907,0.001690117040605062,0.048844663950079546,0.23608107554582164,1196;210;2138;2140;7412
GO:0045071,negative regulation of viral genome replication,40,5,0.004201680672268907,0.001690117040605062,0.048844663950079546,0.23608107554582164,10318;117854;5629;6590;9636
GO:0006883,intracellular sodium ion homeostasis,28,4,0.0033613445378151263,0.0011830819284235432,0.04981309208004442,0.23608107554582164,476;481;53827;6546
GO:0008610,lipid biosynthetic process,28,4,0.0033613445378151263,0.0011830819284235432,0.04981309208004442,0.23608107554582164,1594;2222;47;55301
GO:0016239,positive regulation of macroautophagy,28,4,0.0033613445378151263,0.0011830819284235432,0.04981309208004442,0.23608107554582164,3791;60592;664;7957
GO:0048513,animal organ development,81,8,0.0067226890756302525,0.0034224870072252504,0.05056921889843231,0.23608107554582164,10718;120892;1277;3643;7477;80144;84695;9573
GO:0006879,intracellular iron ion homeostasis,67,7,0.0058823529411764705,0.0028309460430134786,0.05067511638348809,0.23608107554582164,3162;523;567;57817;6556;7018;7036
GO:0042110,T cell activation,67,7,0.0058823529411764705,0.0028309460430134786,0.05067511638348809,0.23608107554582164,100;23303;27040;5175;84941;8740;960
GO:0070098,chemokine-mediated signaling pathway,67,7,0.0058823529411764705,0.0028309460430134786,0.05067511638348809,0.23608107554582164,1235;1524;2826;2829;6356;6367;729230
GO:0071277,cellular response to calcium ion,67,7,0.0058823529411764705,0.0028309460430134786,0.05067511638348809,0.23608107554582164,1393;1906;22871;3706;3745;3756;6857
GO:0006066,alcohol metabolic process,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,1594;1645;222
GO:0006103,2-oxoglutarate metabolic process,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,2805;5264;55753
GO:0006820,monoatomic anion transport,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,57835;83959;9498
GO:0007215,glutamate receptor signaling pathway,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,2893;2912;3745
GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,476;481;53827
GO:0015909,long-chain fatty acid transport,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,11001;2171;948
GO:0017158,regulation of calcium ion-dependent exocytosis,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,6857;84258;9066
GO:0036465,synaptic vesicle recycling,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,6857;9066;9829
GO:0045717,negative regulation of fatty acid biosynthetic process,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,51129;57761;634
GO:0060340,positive regulation of type I interferon-mediated signaling pathway,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,117854;54502;81030
GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,17,3,0.0025210084033613447,7.182997422571513e-4,0.050891005020374254,0.23608107554582164,51804;6495;9241
GO:0007162,negative regulation of cell adhesion,41,5,0.004201680672268907,0.0017323699666201885,0.053421494182098225,0.2472326496152555,1012;4192;5420;6494;9037
GO:0042752,regulation of circadian rhythm,68,7,0.0058823529411764705,0.002873198969028605,0.05415059265959038,0.25001443844959814,10891;1454;2146;5371;5465;5629;8864
GO:0008285,negative regulation of cell population proliferation,337,24,0.020168067226890758,0.014239236067097646,0.05539442519010011,0.2535772788109067,1012;1033;10397;10669;149428;1594;2113;2919;3664;4345;4914;5008;50507;51083;5371;5629;563;655;6820;7020;7832;785;8313;9982
GO:0001657,ureteric bud development,29,4,0.0033613445378151263,0.0012253348544386698,0.05557146714340402,0.2535772788109067,255743;6495;655;847
GO:0045740,positive regulation of DNA replication,29,4,0.0033613445378151263,0.0012253348544386698,0.05557146714340402,0.2535772788109067,1956;5753;7349;79915
GO:0051966,"regulation of synaptic transmission, glutamatergic",29,4,0.0033613445378151263,0.0012253348544386698,0.05557146714340402,0.2535772788109067,120892;2912;6857;7349
GO:0071385,cellular response to glucocorticoid stimulus,29,4,0.0033613445378151263,0.0012253348544386698,0.05557146714340402,0.2535772788109067,11170;1906;3158;54578
GO:0001819,positive regulation of cytokine production,69,7,0.0058823529411764705,0.0029154518950437317,0.057771322065803335,0.26125463912359115,11148;177;283234;6288;64170;6556;84868
GO:0006091,generation of precursor metabolites and energy,42,5,0.004201680672268907,0.001774622892635315,0.05823874148489327,0.26125463912359115,2235;2642;291;54677;9942
GO:0023052,signaling,42,5,0.004201680672268907,0.001774622892635315,0.05823874148489327,0.26125463912359115,10077;283;8740;944;9787
GO:0050714,positive regulation of protein secretion,42,5,0.004201680672268907,0.001774622892635315,0.05823874148489327,0.26125463912359115,101;10307;283;43;9619
GO:1904646,cellular response to amyloid-beta,42,5,0.004201680672268907,0.001774622892635315,0.05823874148489327,0.26125463912359115,177;3934;7412;837;948
GO:0001659,temperature homeostasis,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,10874;10891;222236
GO:0010996,response to auditory stimulus,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,4192;54532;7349
GO:0022407,regulation of cell-cell adhesion,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,101;5314;5420
GO:0038084,vascular endothelial growth factor signaling pathway,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,2321;3791;8829
GO:0042472,inner ear morphogenesis,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,4646;6495;7020
GO:0042730,fibrinolysis,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,5328;5340;5627
GO:0061621,canonical glycolysis,18,3,0.0025210084033613447,7.605526682722779e-4,0.05885921209133646,0.26125463912359115,2026;3101;5214
GO:0050728,negative regulation of inflammatory response,114,10,0.008403361344537815,0.004816833565724426,0.061248952596396816,0.2670630755861542,1003;2494;3588;5169;5465;6288;7010;7130;8740;8809
GO:0007266,Rho protein signal transduction,56,6,0.005042016806722689,0.0023661638568470865,0.061288170078328666,0.2670630755861542,1012;120892;393;4646;50650;9138
GO:0070301,cellular response to hydrogen peroxide,56,6,0.005042016806722689,0.0023661638568470865,0.061288170078328666,0.2670630755861542,1906;3934;4602;55139;664;80310
GO:0071333,cellular response to glucose stimulus,56,6,0.005042016806722689,0.0023661638568470865,0.061288170078328666,0.2670630755861542,1277;177;3745;5105;5106;5176
GO:0022008,neurogenesis,70,7,0.0058823529411764705,0.0029577048210588583,0.06153808386104411,0.2670630755861542,126147;2256;2494;284403;6495;79094;9001
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,70,7,0.0058823529411764705,0.0029577048210588583,0.06153808386104411,0.2670630755861542,120892;1454;5347;57761;57817;7018;8313
GO:0001916,positive regulation of T cell mediated cytotoxicity,30,4,0.0033613445378151263,0.0012675877804537963,0.06167201591876884,0.2670630755861542,3122;3133;563;80328
GO:0030001,metal ion transport,30,4,0.0033613445378151263,0.0012675877804537963,0.06167201591876884,0.2670630755861542,3772;481;6556;84102
GO:0051402,neuron apoptotic process,30,4,0.0033613445378151263,0.0012675877804537963,0.06167201591876884,0.2670630755861542,22861;6326;637;664
GO:0060412,ventricular septum morphogenesis,30,4,0.0033613445378151263,0.0012675877804537963,0.06167201591876884,0.2670630755861542,187;5629;7049;9241
GO:2000352,negative regulation of endothelial cell apoptotic process,30,4,0.0033613445378151263,0.0012675877804537963,0.06167201591876884,0.2670630755861542,1003;3791;7010;9037
GO:1902533,positive regulation of intracellular signal transduction,43,5,0.004201680672268907,0.0018168758186504416,0.06329600602172228,0.2729538563781853,1003;22871;5175;7010;7450
GO:0006260,DNA replication,130,11,0.009243697478991597,0.005492880381966451,0.06331187759309674,0.2729538563781853,10535;10721;11232;1663;177;29935;5427;55388;63922;641;6470
GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,86,8,0.0067226890756302525,0.0036337516373008832,0.06733580091775404,0.2829687365636492,10252;124857;135228;199699;5465;64081;7049;8483
GO:0032755,positive regulation of interleukin-6 production,86,8,0.0067226890756302525,0.0036337516373008832,0.06733580091775404,0.2829687365636492,10865;11027;177;400709;64170;7098;7291;7349
GO:0007342,fusion of sperm to egg plasma membrane involved in single fertilization,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,124912;284359;5104
GO:0009311,oligosaccharide metabolic process,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,2525;256435;7903
GO:0019432,triglyceride biosynthetic process,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,150763;2710;9663
GO:0030073,insulin secretion,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,10815;51083;5798
GO:0031589,cell-substrate adhesion,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,2196;7010;7450
GO:0033490,cholesterol biosynthetic process via lathosterol,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,2222;3156;3422
GO:0035902,response to immobilization stress,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,2805;51083;7368
GO:0042554,superoxide anion generation,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,1906;4689;50507
GO:0043651,linoleic acid metabolic process,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,1573;1579;54898
GO:0046470,phosphatidylcholine metabolic process,19,3,0.0025210084033613447,8.028055942874044e-4,0.06737350870563076,0.2829687365636492,1071;3931;5444
GO:0006310,DNA recombination,101,9,0.007563025210084034,0.004267545527527781,0.06777104832572724,0.283020008790492,10635;125476;146956;283899;29935;641;80119;83444;9156
GO:0006099,tricarboxylic acid cycle,31,4,0.0033613445378151263,0.001309840706468923,0.06811029397415834,0.283020008790492,23530;55753;8801;8803
GO:0006688,glycosphingolipid biosynthetic process,31,4,0.0033613445378151263,0.001309840706468923,0.06811029397415834,0.283020008790492,2524;2528;7368;9514
GO:0030833,regulation of actin filament polymerization,31,4,0.0033613445378151263,0.001309840706468923,0.06811029397415834,0.283020008790492,26999;57580;64857;89848
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,31,4,0.0033613445378151263,0.001309840706468923,0.06811029397415834,0.283020008790492,3566;3588;5008;8784
GO:0051781,positive regulation of cell division,44,5,0.004201680672268907,0.0018591287446655682,0.06859226952874033,0.2844176271542035,4192;5008;7039;80310;847
GO:0060070,canonical Wnt signaling pathway,72,7,0.0058823529411764705,0.0030422106730891114,0.06951170929987444,0.28761942428528553,120892;1454;1906;3728;7477;8313;8321
GO:0030509,BMP signaling pathway,58,6,0.005042016806722689,0.0024506697088773396,0.07034284264743411,0.29044306911297846,1749;655;7049;91851;9241;9573
GO:0048731,system development,73,7,0.0058823529411764705,0.003084463599104238,0.07371902001802828,0.3037410255173191,1277;3643;6493;7477;80144;91851;960
GO:0071345,cellular response to cytokine stimulus,45,5,0.004201680672268907,0.0019013816706806947,0.0741259154089215,0.3046709141629907,1524;1809;4311;729230;9447
GO:0006605,protein targeting,32,4,0.0033613445378151263,0.0013520936324840495,0.07488071623053535,0.3046709141629907,22871;23303;5371;9001
GO:0006654,phosphatidic acid biosynthetic process,32,4,0.0033613445378151263,0.0013520936324840495,0.07488071623053535,0.3046709141629907,149998;150763;1606;1607
GO:0031638,zymogen activation,32,4,0.0033613445378151263,0.0013520936324840495,0.07488071623053535,0.3046709141629907,1512;2157;715;716
GO:0071392,cellular response to estradiol stimulus,32,4,0.0033613445378151263,0.0013520936324840495,0.07488071623053535,0.3046709141629907,1393;1956;81930;890
GO:0099171,presynaptic modulation of chemical synaptic transmission,32,4,0.0033613445378151263,0.0013520936324840495,0.07488071623053535,0.3046709141629907,136;2912;321;9241
GO:0007062,sister chromatid cohesion,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,1663;5347;9985
GO:0009395,phospholipid catabolic process,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,222236;27329;5168
GO:0010759,positive regulation of macrophage chemotaxis,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,1435;4192;719
GO:0032736,positive regulation of interleukin-13 production,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,3133;53832;53833
GO:0033489,cholesterol biosynthetic process via desmosterol,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,2222;3156;3422
GO:0045216,cell-cell junction organization,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,100506658;5314;91862
GO:0045664,regulation of neuron differentiation,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,22871;284403;6495
GO:0048704,embryonic skeletal system morphogenesis,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,3219;57453;6495
GO:0051445,regulation of meiotic cell cycle,20,3,0.0025210084033613447,8.45058520302531e-4,0.07641183730155622,0.30517856492830125,124817;259266;991
GO:0051726,regulation of cell cycle,232,17,0.014285714285714285,0.009802678835509358,0.07773874167980808,0.3098444132666637,1018;1033;10669;125476;2305;283899;388610;5347;5371;55771;81669;83444;84707;8814;8864;899;8999
GO:1902476,chloride transmembrane transport,104,9,0.007563025210084034,0.004394304305573161,0.07832770496540119,0.31155602402734933,1184;1187;2564;266675;53405;56923;7439;9022;9498
GO:0032731,positive regulation of interleukin-1 beta production,60,6,0.005042016806722689,0.0025351755609075927,0.08012615173398814,0.31386587190803156,11027;177;22861;5004;9447;948
GO:0015721,bile acid and bile salt transport,33,4,0.0033613445378151263,0.001394346558499176,0.08197664307116322,0.31386587190803156,1645;5825;634;80736
GO:0051240,positive regulation of multicellular organismal process,33,4,0.0033613445378151263,0.001394346558499176,0.08197664307116322,0.31386587190803156,51129;655;7010;9636
GO:1990090,cellular response to nerve growth factor stimulus,33,4,0.0033613445378151263,0.001394346558499176,0.08197664307116322,0.31386587190803156,1454;286151;3934;4914
GO:0032922,circadian regulation of gene expression,61,6,0.005042016806722689,0.0025774284869227193,0.08528887220993098,0.31386587190803156,10891;1454;5371;5465;8864;9099
GO:0048661,positive regulation of smooth muscle cell proliferation,47,5,0.004201680672268907,0.001985887522710948,0.085896030010361,0.31386587190803156,1012;1906;3162;4602;80310
GO:1990573,potassium ion import across plasma membrane,47,5,0.004201680672268907,0.001985887522710948,0.085896030010361,0.31386587190803156,3772;3773;476;481;53827
GO:0048705,skeletal system morphogenesis,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,1289;1301;50509
GO:0061001,regulation of dendritic spine morphogenesis,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,120892;158866;51225
GO:0071398,cellular response to fatty acid,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,1906;2867;3158
GO:0090026,positive regulation of monocyte chemotaxis,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,1524;6278;729230
GO:0090141,positive regulation of mitochondrial fission,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,10928;3791;664
GO:0097435,supramolecular fiber organization,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,1289;637;88
GO:1901135,carbohydrate derivative metabolic process,21,3,0.0025210084033613447,8.873114463176575e-4,0.08595032046665069,0.31386587190803156,2583;2646;3101
GO:0002544,chronic inflammatory response,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,6356;7412
GO:0003183,mitral valve morphogenesis,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,7291;8313
GO:0006784,heme A biosynthetic process,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,210;2235
GO:0006817,phosphate ion transport,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,6568;6569
GO:0007096,regulation of exit from mitosis,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,54443;9735
GO:0007194,negative regulation of adenylate cyclase activity,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,2912;729230
GO:0010887,negative regulation of cholesterol storage,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,5465;9619
GO:0015937,coenzyme A biosynthetic process,10,2,0.0016806722689075631,4.225292601512655e-4,0.08694390000114954,0.31386587190803156,38;53354
