source_file,doi,url,bytes,md5
41591_2020_839_MOESM2_ESM.xlsx,10.1038/s41591-020-0839-y,https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-020-0839-y/MediaObjects/41591_2020_839_MOESM2_ESM.xlsx,125569016,aea91c06c171f090100eb3c0141e3428
