accession,symbol,log2FoldChange,log2fc_ci_low,log2fc_ci_high,AveExpr,t,pvalue,padj,B,significant
GSE53757,MLXIPL,-1.0824786715896009,-1.3247069719921494,-0.8402503711870524,7.873975571532181,-8.905473746505276,2.667060521627588e-13,1.6012160780592815e-12,19.60223031077009,TRUE
GSE53757,POLR2L,-0.6950069113892812,-0.8505341733030178,-0.5394796494755445,9.918505880327398,-8.905230369541206,2.669874668809125e-13,1.6024851107647633e-12,19.60118003755738,FALSE
GSE53757,RBP2,-1.3987272394992925,-1.7118859321305389,-1.085568546868046,6.064610027860666,-8.900842635068075,2.721122887799645e-13,1.6328164613914472e-12,19.582244914160682,TRUE
GSE53757,AGR3,-2.164278957374987,-2.6489152764518984,-1.679642638298076,5.114175688989659,-8.899381838249878,2.738402515210844e-13,1.6427543143163112e-12,19.575940802802073,TRUE
GSE53757,IL13,-0.800498987652536,-0.9797566532826664,-0.6212413220224057,6.8422646618635135,-8.899090267355076,2.741864614878978e-13,1.6444000626063177e-12,19.574682514677775,FALSE
GSE53757,PRR3,0.9600456479563229,0.7450302430190674,1.1750610528935783,7.381530162727176,8.897845662215287,2.756692365579144e-13,1.6528595734918975e-12,19.56931134156167,FALSE
GSE53757,RALBP1,-0.41825132640990714,-0.511927557778219,-0.3245750950415954,9.586877274147179,-8.897550833742823,2.7602165893242825e-13,1.6545390506612414e-12,19.568038985640428,FALSE
GSE53757,NEFH,-1.3491918831709644,-1.6514386085794488,-1.04694515776248,6.018391064171033,-8.895588341796401,2.783790447965109e-13,1.6682327252341983e-12,19.5595696476763,TRUE
GSE53757,YBX3,0.6841014773711992,0.5307986643886362,0.8374042903537622,9.38508209463584,8.89268617024511,2.819022039771477e-13,1.688903489656229e-12,19.54704487697725,FALSE
GSE53757,CIRH1A,-0.6934997692030289,-0.8489305939391547,-0.5380689444669031,8.92854912071497,-8.891432400598678,2.8343802820617606e-13,1.6976602317689288e-12,19.541633985690346,FALSE
GSE53757,NCKAP5,-0.8366678216261637,-1.0241936440529475,-0.6491419991993799,7.2789715254023095,-8.891080636110562,2.8387043097392355e-13,1.6998051454287807e-12,19.54011587049845,FALSE
GSE53757,GSN,0.7042958715375344,0.5464346126079558,0.862157130467113,6.582869987908474,8.890826642603566,2.8418306049755427e-13,1.70123192678808e-12,19.539019705379296,FALSE
GSE53757,NXPE3,0.5135665454128558,0.39844038338123033,0.6286927074444814,6.931919551884423,8.889662233300466,2.8562070106733143e-13,1.7093909600890775e-12,19.53399442258856,FALSE
GSE53757,KRBOX4,0.34863641456618266,0.270478813913277,0.42679401521908833,8.310381962326463,8.889228900124445,2.861575746871197e-13,1.7121562000108e-12,19.53212426398676,FALSE
GSE53757,RALGPS1,-0.7456572700359548,-0.91282116648804,-0.5784933735838697,6.357867756399426,-8.889131531205534,2.862783478942213e-13,1.7124310064888322e-12,19.53170404332944,FALSE
GSE53757,KLRB1,1.3290090714974983,1.0310272002508065,1.62699094274419,7.797644916560627,8.887930784122965,2.8777191849788247e-13,1.7209151843260718e-12,19.526521893870846,TRUE
GSE53757,KDM3A,1.0050339860534885,0.7796560014311589,1.230411970675818,7.854344580831315,8.886521962808573,2.8953425911376493e-13,1.7310017895278135e-12,19.52044170592047,TRUE
GSE53757,IL27RA,0.977274407002977,0.7580802036334632,1.1964686103724906,6.529916969706625,8.884848404165382,2.9164182096750476e-13,1.7431465161276146e-12,19.51321891240706,FALSE
GSE53757,FAM92A1,-0.6372447755700626,-0.780174429482834,-0.4943151216572913,8.21413253447086,-8.884776410293213,2.9173282888666596e-13,1.7432350809419998e-12,19.51290819785819,FALSE
GSE53757,ATXN10,-0.30580463085213405,-0.37439964856819,-0.23720961313607808,10.915921931400081,-8.884112444241607,2.9257349459269654e-13,1.747801972919294e-12,19.51004261688328,FALSE
GSE53757,FBLN2,2.389605444464993,1.8533268397684708,2.925884049161515,5.462874210453296,8.879699928040917,2.9822227862131283e-13,1.7810821547521893e-12,19.4909986112317,TRUE
GSE53757,KLRC1,1.7706027394493564,1.3731502001362117,2.168055278762501,5.828797972108947,8.877658142295344,3.0087295684488887e-13,1.7964439594496497e-12,19.482186322889333,TRUE
GSE53757,PTGER1,-0.9298758823101309,-1.138623605712852,-0.7211281589074097,5.704689157727405,-8.87699136813454,3.017436743375217e-13,1.8010178456380195e-12,19.479308526777427,FALSE
GSE53757,ZNF248,0.6234016317298545,0.4834536394817307,0.7633496239779783,8.239647108418044,8.876951027673918,3.0179643444825905e-13,1.8010178456380195e-12,19.479134417135054,FALSE
GSE53757,SIRPG,1.2860367085350803,0.9972876312661159,1.5747857858040448,4.709100408723795,8.875550956688961,3.036332824817945e-13,1.8115070412473163e-12,19.473091683222634,TRUE
GSE53757,TSGA10,-0.8241061379570652,-1.0091699889376589,-0.6390422869764717,5.715437019037924,-8.874095849023739,3.055542035132509e-13,1.82249222533451e-12,19.466811368607786,FALSE
GSE53757,KPTN,-0.575088112323733,-0.7042482276338617,-0.4459279970136043,8.131511673514119,-8.872960085131936,3.0706200513088936e-13,1.8310082557713705e-12,19.46190932791283,FALSE
GSE53757,GPR176,0.8346947091588052,0.6471836102788431,1.0222058080387673,7.460092916261491,8.870809303550121,3.0993775674490973e-13,1.8476747978956577e-12,19.45262632629693,FALSE
