rule,rank,symbol,cohort,present,log_hr,p_value,same_direction,fdr
expression_matched_control,12,ZBED4,GSE29609,TRUE,0.22060736566918882,0.4477661082045947,TRUE,0.6880645319773929
expression_matched_control,13,MARK2,GSE29609,TRUE,-0.017178099693999766,0.9433674612617294,TRUE,0.9433674612617294
expression_matched_control,14,RACGAP1,GSE29609,TRUE,-0.30505377326271294,0.19738387192123827,FALSE,0.5921516157637148
expression_matched_control,15,ZFP36L1,GSE29609,TRUE,-0.14175122163179169,0.5710405944606751,FALSE,0.7054030872749516
expression_matched_control,16,ATG2B,GSE29609,TRUE,-0.27974892108962535,0.2986612742938703,FALSE,0.6041736924189233
expression_matched_control,17,CAVIN1,GSE29609,FALSE,NA,NA,NA,NA
expression_matched_control,18,CHD1,GSE29609,TRUE,0.15884877498210886,0.5596463127353671,TRUE,0.7054030872749516
expression_matched_control,19,GNLY,GSE29609,TRUE,-0.07618454794744883,0.7650600975388869,FALSE,0.8033131024158313
expression_matched_control,20,SMG1,GSE29609,TRUE,0.19781541804737326,0.45311871232059003,FALSE,0.6880645319773929
expression_matched_control,21,TWSG1,GSE29609,TRUE,-0.7170429044181201,0.008233087528326369,FALSE,0.17289483809485373
expression_matched_control,22,SLC25A38,GSE29609,TRUE,0.25416280817519615,0.30208409118161206,TRUE,0.6041736924189233
complete_rule,1,CYFIP2,E-MTAB-1980,FALSE,NA,NA,NA,NA
complete_rule,2,CRYL1,E-MTAB-1980,TRUE,-0.6765943634233695,7.896730792418688e-4,TRUE,0.002763855777346541
complete_rule,3,HHLA2,E-MTAB-1980,TRUE,-0.3351974219437983,0.07686654951297539,TRUE,0.10761316931816554
complete_rule,4,DDC,E-MTAB-1980,TRUE,-0.6310423539514355,4.752813990122335e-4,TRUE,0.002495227344814226
complete_rule,5,KL,E-MTAB-1980,TRUE,-0.5074587069755868,0.0030712447916011226,TRUE,0.007166237847069287
complete_rule,6,RBM47,E-MTAB-1980,TRUE,-0.40572733832828306,0.0590407243620812,TRUE,0.08856108654312181
complete_rule,7,PANK1,E-MTAB-1980,TRUE,-0.5263700329697365,0.016166345898418387,TRUE,0.028291105322232175
complete_rule,8,GJB1,E-MTAB-1980,TRUE,-0.7475769967189155,6.614136739835657e-5,TRUE,4.62989571788496e-4
complete_rule,9,ACADM,E-MTAB-1980,TRUE,-0.6564527051716585,0.00298253776689002,TRUE,0.007166237847069287
complete_rule,10,CLCN5,E-MTAB-1980,TRUE,-0.548321826880415,0.008838251968140982,TRUE,0.018560329133096062
complete_rule,11,TMEM140,E-MTAB-1980,TRUE,-0.41135948893356933,0.02279813638962684,TRUE,0.03682775878324336
complete_rule,12,C1QTNF6,E-MTAB-1980,TRUE,0.2833680281921315,0.17941251122218999,TRUE,0.20931459642588832
complete_rule,13,CADPS2,E-MTAB-1980,TRUE,-0.28474986809950903,0.20662182737090087,TRUE,0.2283714934099431
complete_rule,14,KNTC1,E-MTAB-1980,TRUE,0.987533138049533,6.286295079550473e-8,TRUE,1.3201219667055993e-6
complete_rule,15,PODXL,E-MTAB-1980,TRUE,-0.7327433557986237,1.3259537899993037e-5,TRUE,1.392251479499269e-4
complete_rule,16,HIBCH,E-MTAB-1980,TRUE,-0.6370928957855956,0.011318115540942949,TRUE,0.02160731148725472
complete_rule,17,TNIP1,E-MTAB-1980,TRUE,-0.5602286470700154,0.0014762011006782339,TRUE,0.004428603302034702
complete_rule,18,TCIRG1,E-MTAB-1980,TRUE,0.7344246635611534,6.592565497288153e-4,TRUE,0.002763855777346541
complete_rule,19,LTB4R,E-MTAB-1980,TRUE,0.32504800777152887,0.15391796583247805,TRUE,0.19013395779306114
complete_rule,20,LRBA,E-MTAB-1980,TRUE,-0.3584281640198857,0.11640569006726373,TRUE,0.15278246821328365
complete_rule,21,GRAMD1A,E-MTAB-1980,TRUE,0.22893550358398912,0.3070562148778434,TRUE,0.32240902562173557
complete_rule,22,IFFO1,E-MTAB-1980,TRUE,0.0938524804636526,0.6617548633114153,TRUE,0.6617548633114153
survival_only,1,CRYZ,E-MTAB-1980,TRUE,-0.4406637147268201,0.013607958774821271,TRUE,0.02449432579467829
survival_only,2,CYFIP2,E-MTAB-1980,FALSE,NA,NA,NA,NA
survival_only,3,STX1A,E-MTAB-1980,TRUE,0.39331315601382155,0.04545434143479131,TRUE,0.06293678044817258
survival_only,4,MOB3B,E-MTAB-1980,TRUE,-0.6648314385632984,4.4507447043403304e-4,TRUE,0.0013352234113020991
survival_only,5,BBOX1,E-MTAB-1980,TRUE,-0.7763807577800691,4.447564555261945e-6,TRUE,8.005616199471501e-5
survival_only,6,DONSON,E-MTAB-1980,TRUE,0.45410273885178803,0.01503629225787634,TRUE,0.02460484187652492
survival_only,7,CORO6,E-MTAB-1980,TRUE,0.37421379127123344,0.03906393483212126,TRUE,0.0585959022481819
survival_only,8,CRYL1,E-MTAB-1980,TRUE,-0.6765943634233695,7.896730792418688e-4,TRUE,0.0020305879180505196
survival_only,9,LOC128966610,E-MTAB-1980,FALSE,NA,NA,NA,NA
survival_only,10,GBA3,E-MTAB-1980,TRUE,-0.5869480557340743,1.1297723637257447e-4,TRUE,5.083975636765851e-4
survival_only,11,SEC61A2,E-MTAB-1980,TRUE,0.5693097277020017,3.674496911755896e-4,TRUE,0.0013228188882321225
survival_only,12,HHLA2,E-MTAB-1980,TRUE,-0.3351974219437983,0.07686654951297539,TRUE,0.09882842080239694
survival_only,13,DVL3,E-MTAB-1980,TRUE,0.6881569544659836,7.517126684028602e-5,TRUE,4.5102760104171613e-4
survival_only,14,COL7A1,E-MTAB-1980,TRUE,0.5466439770732553,0.003044316511795393,TRUE,0.006088633023590786
survival_only,15,GCKR,E-MTAB-1980,TRUE,0.12430821314250454,0.41895732194608126,TRUE,0.41895732194608126
survival_only,16,FBXL5,E-MTAB-1980,FALSE,NA,NA,NA,NA
survival_only,17,GABBR1,E-MTAB-1980,TRUE,0.3426025815785499,0.12570680775794799,TRUE,0.14142015872769148
survival_only,18,CLTRN,E-MTAB-1980,TRUE,-0.6515842644828842,2.7032451254709843e-5,TRUE,2.4329206129238858e-4
survival_only,19,ANXA8,E-MTAB-1980,FALSE,NA,NA,NA,NA
survival_only,20,RPL36A,E-MTAB-1980,TRUE,0.3704666152862649,0.10060533842436531,TRUE,0.12072640610923836
survival_only,21,SLC26A6,E-MTAB-1980,TRUE,0.233297321067054,0.26247171971519145,TRUE,0.2779112326396145
survival_only,22,CUBN,E-MTAB-1980,TRUE,-0.46667070584571996,0.002159445999954339,TRUE,0.004858753499897262
de_only,1,SLC60A1,E-MTAB-1980,TRUE,-0.7923519690577487,5.517182926292863e-4,TRUE,0.005517182926292863
de_only,2,PVT1,E-MTAB-1980,TRUE,0.5307817209020187,0.021552022403114855,TRUE,0.08620808961245942
